Information,,Skin,Multi,Archive,Expansion,Material,Material,Material
4369,Cata Paladin Plate male body,pltBody01_Epic_Paladin_m.dds,0,0,0,1288,,
4370,Cata Paladin Plate female body,pltBody01_Epic_Paladin_f.dds,0,0,0,1289,,
4371,Cata Paladin Plate boots,pltBoots01_Epic_Paladin.dds,0,0,0,1290,,
4372,Cata Paladin Plate gloves,pltGloves01_Epic_Paladin.dds,0,0,0,842,,
4373,Cata Paladin Plate legs,cthLegs01_Epic_Paladin.dds,0,0,0,365,,
4374,Cata Healer Chain arms,cthArms01_Epic_Healer.dds,0,0,0,140,,
4375,Cata Healer Chain male body,pltBody01_Epic_healer_m.dds,0,0,0,775,,
4376,Cata Healer Chain female body,pltBody01_Epic_healer_f.dds,0,0,0,774,,
4377,Cata Healer Chain boots,pltBoots01_Epic_Healer.dds,0,0,0,815,,
4378,Cata Healer Chain gloves,pltGloves01_Epic_Healer.dds,0,0,0,839,,
4379,Cata Healer Chain legs,cthLegs01_Epic_Healer.dds,0,0,0,358,,
4380,Cata Norse Runemaster Cloth,robBody01_Epic_Runemaster_f.dds,0,0,0,1269,,
4381,Cata Norse Runemaster Cloth,robBody01_Epic_Runemaster_m.dds,0,0,0,1270,,
4382,Cata Norse Runemaster Cloth,cthGloves01_Epic_Runemaster.dds,0,0,0,2004,,
4383,Cata Norse Runemaster Cloth,cthboots01_Epic_Runemaster.dds,0,0,0,305,,
4384,Cata Norse Runemaster Cloth,cthLegs01_Epic_Runemaster.dds,0,0,0,1291,,
4385,Cata Hibernian Hero Scaled,sclBody01_Epic_Hero_m.dds,0,0,0,977,,
4386,Cata Hibernian Hero Scaled,sclBody01_Epic_Hero_f.dds,0,0,0,976,,
4387,Cata Hibernian Hero Scaled,cthArms01_Epic_Hero.dds,0,0,0,141,,
4388,Cata Hibernian Hero Scaled,sclGloves01_Epic_Hero.dds,0,0,0,994,,
4389,Cata Hibernian Hero Scaled,cthLegs01_Epic_Hero.dds,0,0,0,359,,
4390,Cata Hibernian Hero Scaled,sclBoots01_Epic_Hero.dds,0,0,0,986,,
4391,Cata Albion Cleric,pltBody01_Epic_Cleric_m.dds,0,0,0,773,,
4392,Cata Albion Cleric,pltBody01_Epic_Cleric_f.dds,0,0,0,772,,
4393,Cata Albion Cleric,cthArms01_Epic_Cleric.dds,0,0,0,138,,
4394,Cata Albion Cleric,pltBoots01_Epic_Cleric.dds,0,0,0,814,,
4395,Cata Albion Cleric,pltGloves01_Epic_Cleric.dds,0,0,0,838,,
4396,Cata Albion Cleric,cthLegs01_Epic_Cleric.dds,0,0,0,356,,
4397,Cata Albion mercenary,pltBody01_Epic_merc_m.dds,0,0,0,777,,
4398,Cata Albion mercenary,pltBody01_Epic_merc_f.dds,0,0,0,776,,
4399,Cata Albion mercenary,cthArms01_Epic_merc.dds,0,0,0,144,,
4400,Cata Albion mercenary,pltBoots01_Epic_merc.dds,0,0,0,816,,
4401,Cata Albion mercenary,pltGloves01_Epic_merc.dds,0,0,0,840,,
4402,Cata Albion mercenary,cthLegs01_Epic_merc.dds,0,0,0,362,,
4403,Cata Albion Minstrel,pltBody01_Epic_minstrel_m.dds,0,0,0,778,,
4404,Cata Albion Minstrel,pltBody01_Epic_minstrel_f.dds,0,0,0,1292,,
4405,Cata Albion Minstrel,cthArms01_Epic_minstrel.dds,0,0,0,145,,
4406,Cata Albion Minstrel,pltBoots01_Epic_minstrel.dds,0,0,0,817,,
4407,Cata Albion Minstrel,pltGloves01_Epic_minstrel.dds,0,0,0,841,,
4408,Cata Albion Minstrel,cthLegs01_Epic_minstrel.dds,0,0,0,363,,
4409,Cata Albion scout,leaBody02_Epic_Scout_m.dds,0,0,0,1293,,
4410,Cata Albion scout,leaBody02_Epic_Scout_f.dds,0,0,0,1294,,
4411,Cata Albion scout,cthArms01_Epic_Scout.dds,0,0,0,152,,
4412,Cata Albion scout,leaBoots01_Epic_scout.dds,0,0,0,1296,,
4413,Cata Albion scout,leaGloves01_Epic_Scout.dds,0,0,0,699,,
4414,Cata Albion scout,cthLegs01_Epic_Scout.dds,0,0,0,369,,
4415,Cata Albion theurgist,robBody01_Epic_Theurgist_f.dds,0,0,0,1295,,
4416,Cata Albion theurgist,robBody01_Epic_Theurgist_m.dds,0,0,0,930,,
4417,Cata Hibernian Bard,leaBody01_Epic_Bard_m.dds,0,0,0,576,,
4418,Cata Hibernian Bard,leaBody01_Epic_Bard_f.dds,0,0,0,575,,
4419,Cata Hibernian Bard,cthLegs01_Epic_Bard.dds,0,0,0,351,,
4420,Cata Hibernian Bard,cthArms01_Epic_Bard.dds,0,0,0,134,,
4421,Cata Hibernian Bard,leaGloves01_Epic_Bard.dds,0,0,0,691,,
4422,Cata Hibernian Bard,leaBoots01_Epic_Bard.dds,0,0,0,644,,
4423,Cata Hibernian Druid,sclBody01_Epic_Druid_m.dds,0,0,0,975,,
4424,Cata Hibernian Druid,sclBody01_Epic_Druid_f.dds,0,0,0,974,,
4425,Cata Hibernian Druid,cthLegs01_Epic_Druid.dds,0,0,0,357,,
4426,Cata Hibernian Druid,cthArms01_Epic_Druid.dds,0,0,0,139,,
4427,Cata Hibernian Druid,sclGloves01_Epic_Druid.dds,0,0,0,993,,
4428,Cata Hibernian Druid,sclBoots01_Epic_Druid.dds,0,0,0,985,,
4429,Cata Hibernian Eldritch,robBody01_Epic_Eldritch_f.dds,0,0,0,1297,,
4430,Cata Hibernian Eldritch,robBody01_Epic_Eldritch_m.dds,0,0,0,925,,
4431,Cata Hibernian Enchanter,robBody01_Epic_Enchanter_m.dds,0,0,0,927,,
4432,Cata Hibernian Enchanter,robBody01_Epic_Enchanter_f.dds,0,0,0,926,,
4433,Cata Hibernian Mentalist,robBody01_Epic_Mentalist_m.dds,0,0,0,928,,
4434,Cata Hibernian Mentalist,robBody01_Epic_Mentalist_f.dds,0,0,0,1298,,
4435,Cata Hibernian Blademaster,renBody03_Epic_Blademaster_m.dds,0,0,0,865,,
4436,Cata Hibernian Blademaster,renBody03_Epic_Blademaster_f.dds,0,0,0,864,,
4437,Cata Hibernian Blademaster,cthLegs01_Epic_Blademaster.dds,0,0,0,353,,
4438,Cata Hibernian Blademaster,cthArms01_Epic_Blademaster.dds,0,0,0,136,,
4439,Cata Hibernian Blademaster,leaGloves01_Epic_Blademaster.dds,0,0,0,693,,
4440,Cata Hibernian Blademaster,leaBoots01_Epic_Blademaster.dds,0,0,0,646,,
4441,Cata Hibernian Nightshade,leaBody01_Epic_nitshad_m.dds,0,0,0,580,,
4442,Cata Hibernian Nightshade,leaBody01_Epic_nitshad_f.dds,0,0,0,579,,
4443,Cata Hibernian Nightshade,cthLegs01_Epic_nitshade.dds,0,0,0,1299,,
4444,Cata Hibernian Nightshade,cthArms01_Epic_nitshade.dds,0,0,0,1300,,
4445,Cata Hibernian Nightshade,leaGloves01_Epic_nitshade.dds,0,0,0,1301,,
4446,Cata Hibernian Nightshade,leaBoots01_Epic_nitshade.dds,0,0,0,1302,,
4447,Cata Midgard Berserker,leaBody05_Epic_Bezerker_m.dds,0,0,0,603,,
4448,Cata Midgard Berserker,leaBody05_Epic_Bezerker_f.dds,0,0,0,602,,
4449,Cata Midgard Berserker,cthLegs01_Epic_Bezerker.dds,0,0,0,352,,
4450,Cata Midgard Berserker,cthArms01_Epic_Bezerker.dds,0,0,0,135,,
4451,Cata Midgard Berserker,leaGloves01_Epic_Bezerker.dds,0,0,0,692,,
4452,Cata Midgard Berserker,leaBoots01_Epic_Bezerker.dds,0,0,0,645,,
4453,Cata Midgard Thane,chnBody04_Epic_Thane_m.dds,0,0,0,44,,
4454,Cata Midgard Thane,chnBody04_Epic_Thane_f.dds,0,0,0,43,,
4455,Cata Midgard Thane,cthLegs01_Epic_Thane.dds,0,0,0,372,,
4456,Cata Midgard Thane,cthArms01_Epic_Thane.dds,0,0,0,155,,
4457,Cata Midgard Thane,chnGloves01_Epic_Thane.dds,0,0,0,100,,
4458,Cata Midgard Thane,chnBoots01_Epic_Thane.dds,0,0,0,84,,
4459,Cata Midgard Hunter,leaBody05_Epic_Hunter_m.dds,0,0,0,605,,
4460,Cata Midgard Hunter,leaBody05_Epic_Hunter_f.dds,0,0,0,604,,
4461,Cata Midgard Hunter,cthLegs01_Epic_Hunter.dds,0,0,0,360,,
4462,Cata Midgard Hunter,cthArms01_Epic_Hunter.dds,0,0,0,142,,
4463,Cata Midgard Hunter,leaGloves01_Epic_Hunter.dds,0,0,0,1303,,
4464,Cata Midgard Hunter,leaBoots01_Epic_Hunter.dds,0,0,0,1304,,
4465,Cata Albion Infiltrator,leaBody01_Epic_Infiltrator_m.dds,0,0,0,578,,
4466,Cata Albion Infiltrator,leaBody01_Epic_Infiltrator_f.dds,0,0,0,577,,
4467,Cata Albion Infiltrator,cthLegs01_Epic_Infiltrator.dds,0,0,0,361,,
4468,Cata Albion Infiltrator,cthArms01_Epic_Infiltrator.dds,0,0,0,143,,
4469,Cata Albion Infiltrator,leaGloves01_Epic_Infiltrator.dds,0,0,0,694,,
4470,Cata Albion Infiltrator,leaBoots01_Epic_Infiltrator.dds,0,0,0,647,,
4471,Cata Midgard Shadowblade,leaBody01_Epic_SBlade_m.dds,0,0,0,584,,
4472,Cata Midgard Shadowblade,leaBody01_Epic_SBlade_f.dds,0,0,0,583,,
4473,Cata Midgard Shadowblade,cthLegs01_Epic_SBlade.dds,0,0,0,368,,
4474,Cata Midgard Shadowblade,cthArms01_Epic_SBlade.dds,0,0,0,151,,
4475,Cata Midgard Shadowblade,leaGloves01_Epic_SBlade.dds,0,0,0,698,,
4476,Cata Midgard Shadowblade,leaBoots01_Epic_SBlade.dds,0,0,0,651,,
4477,Cata Midgard Shaman,cthBody01_Epic_Shaman_m.dds,0,0,0,42,,
4478,Cata Midgard Shaman,cthBody01_Epic_Shaman_f.dds,0,0,0,41,,
4479,Cata Midgard Shaman,cthLegs01_Epic_Shaman.dds,0,0,0,370,,
4480,Cata Midgard Shaman,cthArms01_Epic_Shaman.dds,0,0,0,153,,
4481,Cata Midgard Shaman,chnGloves01_Epic_Shaman.dds,0,0,0,99,,
4482,Cata Midgard Shaman,chnBoots01_Epic_Shaman.dds,0,0,0,83,,
4483,Cata Midgard Skald,pltBody01_Epic_Skald_m.dds,0,0,0,783,,
4484,Cata Midgard Skald,pltBody01_Epic_Skald_f.dds,0,0,0,782,,
4485,Cata Midgard Skald,cthLegs01_Epic_Skald.dds,0,0,0,371,,
4486,Cata Midgard Skald,cthArms01_Epic_Skald.dds,0,0,0,154,,
4487,Cata Midgard Skald,pltGloves01_Epic_Skald.dds,0,0,0,843,,
4488,Cata Midgard Skald,pltBoots01_Epic_Skald.dds,0,0,0,818,,
4489,Cata Midgard Warrior,chnBody04_Epic_Warrior_m.dds,0,0,0,46,,
4490,Cata Midgard Warrior,chnBody04_Epic_Warrior_f.dds,0,0,0,45,,
4491,Cata Midgard Warrior,cthLegs01_Epic_Warrior.dds,0,0,0,374,,
4492,Cata Midgard Warrior,cthArms01_Epic_Warrior.dds,0,0,0,157,,
4493,Cata Midgard Warrior,chnGloves01_Epic_Warrior.dds,0,0,0,101,,
4494,Cata Midgard Warrior,chnBoots01_Epic_Warrior.dds,0,0,0,85,,
4495,Cata Albion Friar,robBody01_Epic_Friar_f.dds,0,0,0,1305,,
4496,Cata Albion Friar,robBody01_Epic_Friar_m.dds,0,0,0,1306,,
4497,Cata Albion Wizard,robBody01_Epic_Wizard_m.dds,0,0,0,1307,,
4498,Cata Albion Wizard,robBody01_Epic_Wizard_f.dds,0,0,0,1308,,
4499,Cata Midgard Spiritmaster,RobBody01_Epic_spiritmaster_m.dds,0,0,0,1309,,
4500,Cata Midgard Spiritmaster,RobBody01_Epic_spiritmaster_f.dds,0,0,0,1310,,
4501,Cata Midgard Spiritmaster,cthLegs01_Epic_Runemaster.dds,0,0,0,1311,,
4502,Cata Midgard Spiritmaster,cthGloves01_Epic_spiritmaster.dds,0,0,0,1312,,
4503,Cata Midgard Spiritmaster,cthBoots01_Epic_spiritmaster.dds,0,0,0,1313,,
4504,Cata Albion Sorcerer,robBody01_Epic_Sorcerer_m.dds,0,0,0,1314,,
4505,Cata Albion Sorcerer,robBody01_Epic_Sorcerer_f.dds,0,0,0,1315,,
4506,Cata Hibernian Warden,sclBody01_Epic_Warden_m.dds,0,0,0,979,,
4507,Cata Hibernian Warden,sclBody01_Epic_Warden_f.dds,0,0,0,978,,
4508,Cata Hibernian Warden,cthLegs01_Epic_Warden.dds,0,0,0,373,,
4509,Cata Hibernian Warden,cthArms01_Epic_Warden.dds,0,0,0,156,,
4510,Cata Hibernian Warden,sclGloves01_Epic_Warden.dds,0,0,0,995,,
4511,Cata Hibernian Warden,sclBoots01_Epic_Warden.dds,0,0,0,987,,
4512,Cata Hibernian Ranger,renBody03_Epic_Ranger_m.dds,0,0,0,1316,,
4513,Cata Hibernian Ranger,renBody03_Epic_Ranger_f.dds,0,0,0,1317,,
4514,Cata Hibernian Ranger,cthLegs01_Epic_Ranger.dds,0,0,0,366,,
4515,Cata Hibernian Ranger,cthArms01_Epic_Ranger.dds,0,0,0,148,,
4516,Cata Hibernian Ranger,leaGloves01_Epic_Ranger.dds,0,0,0,696,,
4517,Cata Hibernian Ranger,leaBoots01_Epic_Ranger.dds,0,0,0,649,,
4518,Cata Hibernian Champion,sclBody01_Epic_Champion_m.dds,0,0,0,973,,
4519,Cata Hibernian Champion,sclBody01_Epic_Champion_f.dds,0,0,0,972,,
4520,Cata Hibernian Champion,cthLegs01_Epic_Champion.dds,0,0,0,355,,
4521,Cata Hibernian Champion,cthArms01_Epic_Champion.dds,0,0,0,137,,
4522,Cata Hibernian Champion,sclGloves01_Epic_Champion.dds,0,0,0,992,,
4523,Cata Hibernian Champion,sclBoots01_Epic_Champion.dds,0,0,0,984,,
4524,Cata Briton Isles Robe,robBody01_12_f.dds,0,0,0,899,,
4525,Cata Briton Isles Robe,robBody01_12_m.dds,0,0,0,900,,
4526,Cata Briton Isles Robe,robBody01_13_f.dds,0,0,0,902,,
4527,Cata Briton Isles Robe,robBody01_13_m.dds,0,0,0,903,,
4528,Cata Hib Isles Robe,robBody01_10_f.dds,0,0,0,893,,
4529,Cata Hib Isles Robe,robBody01_10_m.dds,0,0,0,894,,
4530,Cata Hib Isles Robe,robBody01_11_f.dds,0,0,0,896,,
4531,Cata Hib Isles Robe,robBody01_11_m.dds,0,0,0,897,,
4532,Cata Bonedancer Epic Armor,robBody01_Epic_Bonedancer_f.dds,0,0,0,1318,,
4533,Cata Bonedancer Epic Armor,robBody01_Epic_Bonedancer_m.dds,0,0,0,1319,,
4534,Cata Bonedancer Epic Armor,cthBoots01_Epic_Bonedancer.dds,0,0,0,280,,
4535,Cata Bonedancer Epic Armor,cthGloves01_Epic_Bonedancer.dds,0,0,0,307,,
4536,Cata Bonedancer Epic Armor,cthLegs01_Epic_Bonedancer.dds,0,0,0,354,,
4537,Cata Savage Epic Armor,cthArms01_Epic_savage.dds,0,0,0,150,,
4538,Cata Savage Epic Armor,leaBody01_Epic_savage_f.dds,0,0,0,581,,
4539,Cata Savage Epic Armor,leaBody01_Epic_savage_m.dds,0,0,0,582,,
4540,Cata Savage Epic Armor,leaBoots01_Epic_savage.dds,0,0,0,1320,,
4541,Cata Savage Epic Armor,leaGloves01_Epic_savage.dds,0,0,0,1321,,
4542,Cata Savage Epic Armor,cthLegs01_Epic_savage.dds,0,0,0,367,,
4543,Cata Animist Body Female,robBody01_Epic_Animist_f.dds,0,0,0,1322,,
4544,Cata Animist Epic Male,robBody01_Epic_Animist_m.dds,0,0,0,1323,,
4545,Cata Mid Isles Cloth Arm,cthArms01_04.dds,0,0,0,115,,
4546,Cata Mid Isles Cloth Body F,cthbody01_04_f.dds,0,0,0,223,,
4547,Cata Mid Isles Cloth Body M,cthbody01_04_m.dds,0,0,0,224,,
4548,Cata Mid Isles Cloth Boot,cthboot01_07.dds,0,0,0,263,,
4549,Cata Mid Isles Cloth Glove,cthgloves01_07.dds,0,0,0,303,,
4550,Cata Mid Isles Cloth Leg,cthLegs01_06.dds,0,0,0,330,,
4551,Cata Hib Isles Scale Arms,cthArms01_scl04.dds,0,0,0,193,,
4552,Cata Hib Isles Scale Body F,sclBody01_04_f.dds,0,0,0,970,,
4553,Cata Hib Isles Scale Body M,sclBody01_04_m.dds,0,0,0,971,,
4554,Cata Hib Isles Scale Boot,sclBoots01_04.dds,0,0,0,983,,
4555,Cata Hib Isles Scale Gloves,sclGloves01_04.dds,0,0,0,991,,
4556,Cata Hib Isles Scale Legs,cthLegs01_scl04.dds,0,0,0,404,,
4557,Cata Mid Cloth 4 Legs,cthLegs01_07.dds,0,0,0,331,,
4558,Cata Mid Cloth 4 Gloves,cthgloves01_08.dds,0,0,0,304,,
4559,Cata Mid Cloth 4 Boot,cthboot01_08.dds,0,0,0,264,,
4560,Cata Mid Cloth 4 Body M,cthbody01_05_m.dds,0,0,0,226,,
4561,Cata Mid Cloth 4 Body F,cthbody01_05_f.dds,0,0,0,225,,
4562,Cata Mid Cloth 4 Arms,cthArms01_05.dds,0,0,0,116,,
4563,Cata Mid Chain 3  Legs,cthLegs01_chn05.dds,0,0,0,343,,
4564,Cata Mid Chain 3  Gloves,chnGloves01_05.dds,0,0,0,92,,
4565,Cata Mid Chain 3  Boot,chnBoots01_05.dds,0,0,0,76,,
4566,Cata Mid Chain 3  Body M,chnBody05_05_m.dds,0,0,0,56,,
4567,Cata Mid Chain 3  Body F,chnBody05_05_f.dds,0,0,0,55,,
4568,Cata Mid Chain 3  Arms,cthArms01_chn05.dds,0,0,0,125,,
4569,Cata Brit Chain 3 Arms,cthArms01_chn03.dds,0,0,0,123,,
4570,Cata Brit Chain 3 Body F,chnBody05_03_f.dds,0,0,0,51,,
4571,Cata Brit Chain 3 Body M,chnBody05_03_m.dds,0,0,0,52,,
4572,Cata Brit Chain 3 Boots,chnBoots01_03.dds,0,0,0,74,,
4573,Cata Brit Chain 3 Gloves,chnGloves01_03.dds,0,0,0,90,,
4574,Cata Brit Chain 3 Legs,cthLegs01_chn03.dds,0,0,0,341,,
4575,Cata ValeWalker Epic Body F,robBody01_Epic_Vale_f.dds,0,0,0,1324,,
4576,Cata ValeWalker Epic Body M,robBody01_Epic_Vale_m.dds,0,0,0,931,,
4577,Cata Brit Chain 4 Arms,cthArms01_chn09.dds,0,0,0,129,,
4578,Cata Brit Chain 4 Body F,chnBody05_09_f.dds,0,0,0,63,,
4579,Cata Brit Chain 4 Body M,chnBody05_09_m.dds,0,0,0,64,,
4580,Cata Brit Chain 4 Boots,chnBoots01_09.dds,0,0,0,80,,
4581,Cata Brit Chain 4 Gloves,chnGloves01_09.dds,0,0,0,96,,
4582,Cata Brit Chain 4 Legs,cthLegs01_chn09.dds,0,0,0,347,,
4583,Cata Hib Reinforced Arms,cthArms01_ren04.dds,0,0,0,185,,
4584,Cata Hib Reinforced Body F,renBody01_01_f.dds,0,0,0,855,,
4585,Cata Hib Reinforced Body M,renBody01_01_m.dds,0,0,0,856,,
4586,Cata Hib Reinforced Boots,leaBoots01_ren05.dds,0,0,0,657,,
4587,Cata Hib Reinforced Gloves,leaGloves01_ren05.dds,0,0,0,704,,
4588,Cata Hib Reinforced Legs,cthLegs01_ren03.dds,0,0,0,395,,
4589,Cata Norse Chain 4 Legs,cthLegs01_chn08.dds,0,0,0,346,,
4590,Cata Norse Chain 4 Gloves,chnGloves01_08.dds,0,0,0,95,,
4591,Cata Norse Chain 4 Boots,chnBoots01_08.dds,0,0,0,79,,
4592,Cata Norse Chain 4 Body M,chnBody05_08_m.dds,0,0,0,62,,
4593,Cata Norse Chain 4 Body F,chnBody05_08_f.dds,0,0,0,61,,
4594,Cata Norse Chain 4 Arms,cthArms01_chn08.dds,0,0,0,128,,
4595,Cata Reaver Epic Legs,cthLegs01_Epic_Reaver.dds,0,0,0,1325,,
4596,Cata Reaver Epic Gloves,pltGloves01_Epic_Reaver.dds,0,0,0,1326,,
4597,Cata Reaver Epic Boots,pltBoots01_Epic_Reaver.dds,0,0,0,1327,,
4598,Cata Reaver Epic Body M,pltBody01_Epic_Reaver_m.dds,0,0,0,781,,
4599,Cata Reaver Epic Body F,pltBody01_Epic_Reaver_f.dds,0,0,0,780,,
4600,Cata Reaver Epic Arms,cthArms01_Epic_Reaver.dds,0,0,0,149,,
4601,Cata Necro Epic BodyM,robBody01_Epic_necro_m.dds,0,0,0,1328,,
4602,Cata Necro Epic BodyF,robBody01_Epic_necro_f.dds,0,0,0,1329,,
4603,Cata Alb Plate 3 Arms,cthArms01_plt05.dds,0,0,0,181,,
4604,Cata Alb Plate 3 Body F,pltBody01_04_m.dds,0,0,0,758,,
4605,Cata Alb Plate 3 Body M,pltBody01_04_m.dds,0,0,0,758,,
4606,Cata Alb Plate 3 Boots,pltBoots01_05.dds,0,0,0,807,,
4607,Cata Alb Plate 3 Gloves,pltGloves01_05.dds,0,0,0,831,,
4608,Cata Alb Plate 3 Legs,cthLegs01_plt05.dds,0,0,0,1330,,
4609,Cata Mid RP Clothes 01,cthArms01_07.dds,0,0,0,1331,,
4610,Cata Mid RP Clothes 01,cthbody01_06_f.dds,0,0,0,227,,
4611,Cata Mid RP Clothes 01,cthbody01_06_m.dds,0,0,0,228,,
4612,Cata Mid RP Clothes 01,cthboot01_10.dds,0,0,0,266,,
4613,Cata Mid RP Clothes 01,cthgloves01_10.dds,0,0,0,306,,
4614,Cata Mid RP Clothes 01,cthLegs01_08.dds,0,0,0,332,,
4615,Cata Mid RP Clothes 02,cthArms01_08.dds,0,0,0,1333,,
4616,Cata Mid RP Clothes 02,cthbody01_07_f.dds,0,0,0,229,,
4617,Cata Mid RP Clothes 02,cthbody01_07_m.dds,0,0,0,230,,
4618,Cata Mid RP Clothes 03,cthArms01_09.dds,0,0,0,1332,,
4619,Cata Mid RP Clothes 03,cthbody01_08_f.dds,0,0,0,231,,
4620,Cata Mid RP Clothes 03,cthbody01_08_m.dds,0,0,0,232,,
4621,Cata Alb RP Clothes 01,robBody01_14_f.dds,0,0,0,905,,
4622,Cata Alb RP Clothes 01,robBody01_14_m.dds,0,0,0,906,,
4623,Cata Alb RP Clothes 01,cthboot01_02.dds,0,0,0,258,,
4624,Cata Alb RP Clothes 01,cthgloves01_02.dds,0,0,0,298,,
4625,Cata Alb RP Clothes 01,cthLegs01_01.dds,0,0,0,325,,
4626,Cata Alb RP Clothes 02,cthbody_01_15_f.dds,0,0,0,908,,
4627,Cata Alb RP Clothes 02,cthbody_01_15_m.dds,0,0,0,909,,
4628,Cata Alb RP Clothes 03,cthbody01_16_m.dds,0,0,0,911,,
4629,Cata Alb RP Clothes 03,cthbody01_16_f.dds,0,0,0,912,,
4630,Cata Hib RP Clothes 01,cthbody01_09_f.dds,0,0,0,914,,
4631,Cata Hib RP Clothes 01,cthbody01_09_m.dds,0,0,0,915,,
4632,Cata Hib RP Clothes 01,cthboot01_04.dds,0,0,0,260,,
4633,Cata Hib RP Clothes 01,cthgloves01_04.dds,0,0,0,300,,
4634,Cata Hib RP Clothes 01,cthLegs01_09.dds,0,0,0,333,,
4635,Cata Hib RP Clothes 02,cthbody01_10_f.dds,0,0,0,1334,,
4636,Cata Hib RP Clothes 02,cthbody01_10_m.dds,0,0,0,1335,,
4637,Cata Hib RP Clothes 03,cthbody01_11_f.dds,0,0,0,917,,
4638,Cata Hib RP Clothes 03,cthbody01_11_m.dds,0,0,0,918,,
4639,Cata Old Bonedancer Epic Armor,robBody01_Epic_Bonedancer_f.dds,0,0,0,1336,,
4640,Cata Old Bonedancer Epic Armor,robBody01_Epic_Bonedancer_m.dds,0,0,0,1337,,
4641,Cata Old Bonedancer Epic Armor,cthBoots01_Epic_Bonedancer.dds,0,0,0,280,,
4642,Cata Old Bonedancer Epic Armor,cthGloves01_Epic_Bonedancer.dds,0,0,0,307,,
4643,Cata Old Bonedancer Epic Armor,cthLegs01_Epic_Bonedancer.dds,0,0,0,354,,
4644,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_f.dds,0,0,0,1338,,
4645,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_f.dds,0,0,0,1338,,
4646,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_f.dds,0,0,0,1338,,
4647,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_m.dds,0,0,0,920,,
4648,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_m.dds,0,0,0,920,,
4649,Cata Oceanus Armor 01,robBody01_cth01_TOA_O_m.dds,0,0,0,920,,
4650,Cata Oceanus Armor 01,cthBoots01_TOA_O.dds,0,0,0,292,,
4651,Cata Oceanus Armor 01,cthBoots01_TOA_O.dds,0,0,0,292,,
4652,Cata Oceanus Armor 01,cthGloves01_TOA_O.dds,0,0,0,319,,
4653,Cata Oceanus Armor 01,cthLegs01_TOA_O.dds,0,0,0,423,,
4654,Cata Oceanus lea1 arm1,cthArms01_lea01_TOA_O.dds,0,0,0,160,,
4655,Cata Oceanus lea1 body1f a,leaBody05_TOA_O_f.dds,0,0,0,1339,,
4656,Cata Oceanus lea1 body1f h,leaBody05_TOA_O_f.dds,0,0,0,617,,
4657,Cata Oceanus lea1 body1f m,leaBody05_TOA_O_f.dds,0,0,0,617,,
4658,Cata Oceanus lea1 body1m a,leaBody05_TOA_O_m.dds,0,0,0,618,,
4659,Cata Oceanus lea1 body1m h,leaBody05_TOA_O_m.dds,0,0,0,618,,
4660,Cata Oceanus lea1 body1m m,leaBody05_TOA_O_m.dds,0,0,0,618,,
4661,Cata Oceanus lea1 boot1 a,leaBoots01_TOA_O.dds,0,0,0,669,,
4662,Cata Oceanus lea1 boot1 hm,leaBoots01_TOA_O.dds,0,0,0,669,,
4663,Cata Oceanus lea1 glov1,leaGloves01_TOA_O.dds,0,0,0,718,,
4664,Cata Oceanus lea1 leg1 am,cthLegs01_lea01_TOA_O.dds,0,0,0,376,,
4665,Cata Oceanus lea1 leg1 h,cthLegs01_lea01_TOA_O.dds,0,0,0,376,,
4666,Cata std1 arm1,cthArms01_std01_TOA_O.dds,0,0,0,203,,
4667,Cata std1 body1f a,leaBody05_std01_TOA_O_f.dds,0,0,0,611,,
4668,Cata std1 body1f h,leaBody05_std01_TOA_O_f.dds,0,0,0,611,,
4669,Cata std1 body1m a,leaBody05_std01_TOA_O_m.dds,0,0,0,612,,
4670,Cata std1 body1m h,leaBody05_std01_TOA_O_m.dds,0,0,0,612,,
4671,Cata std1 body1m m,leaBody05_std01_TOA_O_m.dds,0,0,0,612,,
4672,Cata std1 boot1 a,leaBoots01_std01_TOA_O.dds,0,0,0,660,,
4673,Cata std1 boot1 hm,leaBoots01_std01_TOA_O.dds,0,0,0,660,,
4674,Cata std1 glov1,leaGloves01_std01_TOA_O.dds,0,0,0,708,,
4675,Cata std1 leg1 am,cthLegs01_std01_TOA_O.dds,0,0,0,414,,
4676,Cata std1 leg1 h,cthLegs01_std01_TOA_O.dds,0,0,0,414,,
4677,Cata std1 bodyf M,leaBody05_std01_TOA_O_f.dds,0,0,0,611,,
4678,Cata TOA O chn1 arm1,cthArms01_chn01_TOA_O.dds,0,0,0,119,,
4679,Cata TOA O chn1 body1f a,pltBody01_chn01_TOA_O_f.dds,0,0,0,763,,
4680,Cata TOA O chn1 body1f h,pltBody01_chn01_TOA_O_f.dds,0,0,0,763,,
4681,Cata TOA O chn1 body1f m,pltBody01_chn01_TOA_O_f.dds,0,0,0,763,,
4682,Cata TOA O chn1 body1m a,pltBody01_chn01_TOA_O_m.dds,0,0,0,764,,
4683,Cata TOA O chn1 body1m h,pltBody01_chn01_TOA_O_m.dds,0,0,0,764,,
4684,Cata TOA O chn1 body1m m,pltBody01_chn01_TOA_O_m.dds,0,0,0,764,,
