2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
1651,GuildbannerGround_Alb,GuildbannerGround_Alb,0,1,,,,,,,,,,,,,,,,,,,,,
1652,GuildbannerGround_Mid,GuildbannerGround_Mid,0,1,,,,,,,,,,,,,,,,,,,,,
1653,Epic_wpn_Hero_blade_1H,Epic_wpn_Hero_blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1654,Epic_wpn_Hero_blade_2H,Epic_wpn_Hero_blade_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1655,Epic_wpn_Hero_blunt_1H,Epic_wpn_Hero_blunt_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1656,Epic_wpn_Hero_blunt_2H,Epic_wpn_Hero_blunt_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1657,Epic_wpn_Hero_piercing_1H,Epic_wpn_Hero_piercing_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1658,Epic_wpn_Hero_piercing_2H,Epic_wpn_Hero_piercing_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1659,Epic_wpn_Hero_spear_1H,Epic_wpn_Hero_spear_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1660,Epic_wpn_Hero_spear_2H,Epic_wpn_Hero_spear_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1661,Epic_wpn_warrior_sword_1H,Epic_wpn_warrior_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1662,Epic_wpn_warrior_sword_2H,Epic_wpn_warrior_sword_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1663,Epic_wpn_warrior_hammer_1H,Epic_wpn_warrior_hammer_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1664,Epic_wpn_warrior_hammer_2H,Epic_wpn_warrior_hammer_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1665,Epic_wpn_warrior_axe_1H,Epic_wpn_warrior_axe_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1666,Epic_wpn_warrior_axe_2H,Epic_wpn_warrior_axe_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1667,Epic_wpn_Armsman_crush_1H,Epic_wpn_Armsman_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1668,Epic_wpn_Armsman_crush_2H,Epic_wpn_Armsman_crush_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1669,Epic_wpn_Armsman_thrust_1H,Epic_wpn_Armsman_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1670,Epic_wpn_Armsman_thrust_2H,Epic_wpn_Armsman_thrust_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1671,Epic_wpn_Armsman_slash_1H,Epic_wpn_Armsman_slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1672,Epic_wpn_Armsman_slash_2H,Epic_wpn_Armsman_slash_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1673,Epic_wpn_Armsman_pole_S,Epic_wpn_Armsman_pole_S,0,1,,,,,,,,,,,,,,,,,,,,,
1674,Epic_wpn_Armsman_pole_C,Epic_wpn_Armsman_pole_C,0,1,,,,,,,,,,,,,,,,,,,,,
1675,Epic_wpn_minstrel_T,Epic_wpn_minstrel_T,0,1,,,,,,,,,,,,,,,,,,,,,
1676,Epic_wpn_infiltrator_sword_1H,Epic_wpn_infiltrator_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1677,Epic_wpn_infiltrator_thrust_1H,Epic_wpn_infiltrator_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1678,Epic_wpn_mercenary_crush_1H,Epic_wpn_mercenary_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1679,Epic_wpn_mercenary_sword_1H,Epic_wpn_mercenary_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1680,Epic_wpn_mercenary_thrust_1H,Epic_wpn_mercenary_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1681,Epic_wpn_minstrel_H,Epic_wpn_minstrel_H,0,1,,,,,,,,,,,,,,,,,,,,,
1682,Epic_wpn_minstrel_S,Epic_wpn_minstrel_S,0,1,,,,,,,,,,,,,,,,,,,,,
1683,DR_demonseal_item,DR_demonseal_item,0,1,,,,,,,,,,,,,,,,,,,,,
1684,Epic_wpn_heretic_crush_1H,Epic_wpn_heretic_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1685,Epic_wpn_heretic_flexC_1H,Epic_wpn_heretic_flexC_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1686,Epic_wpn_heretic_flexS_1H,Epic_wpn_heretic_flexS_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1687,Epic_wpn_scout_S,Epic_wpn_scout_S,0,1,,,,,,,,,,,,,,,,,,,,,
1688,Epic_wpn_scout_T,Epic_wpn_scout_T,0,1,,,,,,,,,,,,,,,,,,,,,
1689,Epic_wpn_scout_Bo,Epic_wpn_scout_Bo,0,1,,,,,,,,,,,,,,,,,,,,,
1690,Epic_wpn_cleric_crush_1H,Epic_wpn_cleric_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1691,epic_wpn_skald_sword_2h,epic_wpn_skald_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1692,epic_wpn_skald_hammer_1h,epic_wpn_skald_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1693,epic_wpn_skald_hammer_2h,epic_wpn_skald_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1694,epic_wpn_skald_sword_1h,epic_wpn_skald_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1695,epic_wpn_skald_axe_2h,epic_wpn_skald_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1696,epic_wpn_skald_axe_1h,epic_wpn_skald_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1697,epic_wpn_Druid_Crush_1H,epic_wpn_Druid_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1698,epic_wpn_Druid_Blade_1H,epic_wpn_Druid_Blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1699,epic_wpn_savage_sword_1h,epic_wpn_savage_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1700,epic_wpn_savage_sword_2h,epic_wpn_savage_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1701,epic_wpn_savage_axe_2h,epic_wpn_savage_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1702,epic_wpn_savage_axe_1h,epic_wpn_savage_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1703,epic_wpn_Warden_Slash_1H,epic_wpn_Warden_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1704,epic_wpn_Warden_Crush_1H,epic_wpn_Warden_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1705,Epic_wpn_Friar_staff,Epic_wpn_Friar_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1706,Epic_wpn_Friar_crush_1H,Epic_wpn_Friar_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1707,Epic_wpn_Necromancer_staff,Epic_wpn_Necromancer_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1708,epic_wpn_savage_hth,epic_wpn_savage_hth,0,1,,,,,,,,,,,,,,,,,,,,,
1709,epic_wpn_valkyrie_spear,epic_wpn_valkyrie_spear,0,1,,,,,,,,,,,,,,,,,,,,,
1710,epic_wpn_valkyrie_sword_1h,epic_wpn_valkyrie_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1711,epic_wpn_valkyrie_sword_2h,epic_wpn_valkyrie_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1712,epic_wpn_thane_sword_1h,epic_wpn_thane_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1713,epic_wpn_thane_sword_2h,epic_wpn_thane_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1714,epic_wpn_thane_axe_1h,epic_wpn_thane_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1715,epic_wpn_thane_axe_2h,epic_wpn_thane_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1716,epic_wpn_thane_hammer_1h,epic_wpn_thane_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1717,epic_wpn_thane_hammer_2h,epic_wpn_thane_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1718,epic_wpn_savage_hammer_1h,epic_wpn_savage_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1719,epic_wpn_savage_hammer_2h,epic_wpn_savage_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1720,epic_wpn_hunter_sword_1h,epic_wpn_hunter_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1721,epic_wpn_hunter_sword_2h,epic_wpn_hunter_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1722,epic_wpn_Ranger_Bow,epic_wpn_Ranger_Bow,0,1,,,,,,,,,,,,,,,,,,,,,
1723,epic_wpn_Ranger_Pierce_1H,epic_wpn_Ranger_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1724,epic_wpn_Ranger_Slash_1H,epic_wpn_Ranger_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1725,epic_wpn_hunter_spear,epic_wpn_hunter_spear,0,1,,,,,,,,,,,,,,,,,,,,,
1726,epic_wpn_hunter_bow,epic_wpn_hunter_bow,0,1,,,,,,,,,,,,,,,,,,,,,
1727,Epic_wpn_Sorcerer_staff,Epic_wpn_Sorcerer_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1728,admorenth_staff,admorenth_staff,0,5,,,,,,,,,,,,,,,,,,,,,
1729,epic_wpn_beserker_hammer_2h,epic_wpn_beserker_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1730,epic_wpn_beserker_hammer_1h,epic_wpn_beserker_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1731,epic_wpn_beserker_sword_1h,epic_wpn_beserker_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1732,epic_wpn_beserker_sword_2h,epic_wpn_beserker_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1733,epic_wpn_beserker_axe_2h,epic_wpn_beserker_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1734,epic_wpn_beserker_axe_1h,epic_wpn_beserker_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1735,epic_wpn_Blademaster_Slash_1H,epic_wpn_Blademaster_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1736,epic_wpn_Blademaster_Crush_1H,epic_wpn_Blademaster_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1737,epic_wpn_Blademaster_Pierce_1H,epic_wpn_Blademaster_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1738,epic_wpn_Runemaster_st,epic_wpn_Runemaster_st,0,1,,,,,,,,,,,,,,,,,,,,,
1739,epic_wpn_healer_hammer_2h,epic_wpn_healer_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1740,epic_wpn_healer_hammer_1h,epic_wpn_healer_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1741,epic_wpn_shadowblade_sword_2h,epic_wpn_shadowblade_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1742,epic_wpn_shadowblade_sword_1h,epic_wpn_shadowblade_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1743,Epic_wpn_Animist_staff,Epic_wpn_Animist_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1744,Epic_wpn_Bainshee_staff,Epic_wpn_Bainshee_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1745,Epic_wpn_Eldritch_staff,Epic_wpn_Eldritch_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1746,Epic_wpn_Enchanter_St,Epic_wpn_Enchanter_St,0,1,,,,,,,,,,,,,,,,,,,,,
1747,epic_wpn_spiritmaster_st,epic_wpn_spiritmaster_st,0,1,,,,,,,,,,,,,,,,,,,,,
1748,epic_wpn_shadowblade_axe_2h,epic_wpn_shadowblade_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1749,epic_wpn_shadowblade_axe_1h,epic_wpn_shadowblade_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1750,Epic_wpn_Theurgist_staff,Epic_wpn_Theurgist_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1751,Epic_wpn_Wizard_staff,Epic_wpn_Wizard_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1752,Epic_wpn_reaver_crush_1H,Epic_wpn_reaver_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1753,Epic_wpn_reaver_flexCS_1H,Epic_wpn_reaver_flexCS_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1754,Epic_wpn_reaver_sword_1H,Epic_wpn_reaver_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1755,Epic_wpn_reaver_thrust_1H,Epic_wpn_reaver_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1756,Epic_wpn_Mentalist_St,Epic_wpn_Mentalist_St,0,1,,,,,,,,,,,,,,,,,,,,,
1757,Epic_wpn_Vampiir_T,Epic_wpn_Vampiir_T,0,1,,,,,,,,,,,,,,,,,,,,,
1758,Epic_wpn_Cabalist_staff,Epic_wpn_Cabalist_staff,0,1,,,,,,,,,,,,,,,,,,,,,
1759,Epic_wpn_Valewalker_Sy,Epic_wpn_Valewalker_Sy,0,1,,,,,,,,,,,,,,,,,,,,,
1760,epic_wpn_warlock_ST,epic_wpn_warlock_ST,0,1,,,,,,,,,,,,,,,,,,,,,
1761,PlayH - Gargoyle,Gargoyle_trophy,0,1,,,,,,,,,,,,1,,,,,,,,,
1762,epic_wpn_bonedancer_ST,epic_wpn_bonedancer_ST,0,1,,,,,,,,,,,,,,,,,,,,,
1763,epic_wpn_shaman_hammer_1h,epic_wpn_shaman_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1764,epic_wpn_shaman_hammer_2h,epic_wpn_shaman_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1765,epic_Champion_Crush_2H,epic_Champion_Crush_2H,0,1,,,,,,,,,,,,,,,,,,,,,
1766,epic_Champion_Pierce_1H,epic_Champion_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1767,epic_Champion_Slash_1H,epic_Champion_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1768,epic_Champion_Slash_2H,epic_Champion_Slash_2H,0,1,,,,,,,,,,,-6,,,,,,,,,,
1769,epic_Champion_Crush_1H,epic_Champion_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1770,PlayH - Belial,trophy_belial,0,1,,,,,,,,,,,,1,,,,,,,,,
1771,PlayH- Astoroth,trophy_astoroth,0,1,,,,,,,,,,,,1,,,,,,,,,
1772,Fest_Mid_TentRound,Fest_Mid_TentRound,0,1,,,,,,,,,,,,,,,,,,,,,
1773,Fest_Mid_Tentsmall,Fest_Mid_Tentsmall,0,1,,,,,,,,,,,,,,,,,,,,,
1774,Fest_N-fence1,Fest_N-fence1,0,1,,,,,,,,,,,,,,,,,,,,,
1775,Fest_refugeetent,Fest_refugeetent,0,1,,,,,,,,,,,,,,,,,,,,,
1776,Fest_Alb_Tentbig,Fest_Alb_Tentbig,0,1,,,,,,,,,,,,,,,,,,,,,
1777,Fest_Alb_TentRound,Fest_Alb_TentRound,0,1,,,,,,,,,,,,,,,,,,,,,
1778,Fest_Alb_Tentsmall,Fest_Alb_Tentsmall,0,1,,,,,,,,,,,,,,,,,,,,,
1779,Fest_cart1,Fest_cart1,0,1,,,,,,,,,,,,,,,,,,,,,
1780,Fest_Hcart,Fest_Hcart,0,1,,,,,,,,,,,,,,,,,,,,,
1781,Fest_Hib_Tentbig,Fest_Hib_Tentbig,0,1,,,,,,,,,,,,,,,,,,,,,
1782,Fest_Hib_TentRound,Fest_Hib_TentRound,0,1,,,,,,,,,,,,,,,,,,,,,
1783,Fest_Hib_Tentsmall,Fest_Hib_Tentsmall,0,1,,,,,,,,,,,,,,,,,,,,,
1784,Fest_Mid_Tentbig,Fest_Mid_Tentbig,0,1,,,,,,,,,,,,,,,,,,,,,
1785,Epic_wpn_Nightshade_T,Epic_wpn_Nightshade_T,0,1,,,,,,,,,,,,,,,,,,,,,
1786,Epic_wpn_Nightshade_S,Epic_wpn_Nightshade_S,0,1,,,,,,,,,,,,,,,,,,,,,
1787,Fest_dtrash01,Fest_dtrash01,0,1,,,,,,,,,,,,,,,,,,,,,
1788,Epic_wpn_Bard_blade_1H,Epic_wpn_Bard_blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1789,Epic_wpn_Bard_crush_1H,Epic_wpn_Bard_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
1790,Epic_wpn_Bard_H,Epic_wpn_Bard_H,0,1,,,,,,,,,,,,,,,,,,,,,
1791,PlayH - Utgard Trophy,trophy_utgard,0,1,,,,,,,,,,,,1,,,,,,,,,
1792,PlayH - Trophy_Admorenth,Trophy_Admorenth,0,1,,,,,,,,,,,,1,,,,,,,,,
1793,PlayH - trophy_azazel,trophy_azazel,0,1,,,,,,,,,,,,1,,,,,,,,,
1794,PlayH - Trophy_Xaphan,Trophy_Xaphan,0,1,,,,,,,,,,,,1,,,,,,,,,
1795,PlayH - Trophy_Moloch,trophy_Moloch,0,1,,,,,,,,,,,,1,,,,,,,,,
1796,Hib Role play Pitcher,RPObject_HPitcher01,0,1,,,,,,,,,,,,,,,,,,,,,
1797,Hib Role Play Mug,RPObject_HMug01,0,1,,,,,,,,,,,,,,,,,,,,,
1798,Hib Role Play Stein,RPObject_HStein01,0,1,,,,,,,,,,,,,,,,,,,,,
1799,Role Play Flowers,RPObject_flowers,0,1,,,,,,,,,,,,,,,,,,,,,
1800,Briton Role Play Stein,RPObject_BStein01,0,1,,,,,,,,,,,,,,,,,,,,,
1801,Briton Role Play Pitcher,RPObject_BPitcher01,0,1,,,,,,,,,,,,,,,,,,,,,
1802,Briton Role Play Mug,RPObject_BMug01,0,1,,,,,,,,,,,,,,,,,,,,,
1803,Mid Role Play Stein,RPObject_MStein01,0,1,,,,,,,,,,,,,,,,,,,,,
1804,Mid Role Play Pitcher,RPObject_MPitcher01,0,1,,,,,,,,,,,,,,,,,,,,,
1805,Mid Role Play Mug,RPObject_MMug01,0,1,,,,,,,,,,,,,,,,,,,,,
1806,Malice Hammer 1 Handed,TOA_V_1h_Afct_MaliceHammer01,0,1,,,,,,,,,,,,,,,,,,,,,
1807,Battler Hammer 2 handed,TOA_V_2h_Afct_BattlerHammer01,0,1,,,,,,,,,,,,,,,,,,,,,
1808,Malice Hammer 2 handed,TOA_V_2h_Afct_MaliceHammer01,0,1,,,,,,,,,,,,,,,,,,,,,
1809,Spear of the King Scythe,TOA_O_po_Afct_ScytheofKings,0,1,,,,,,,,,,,,,,,,,,,,,
1810,Croc Tooth Axe,TOA_S_1h_Afct_CrocodilesTooth01,0,1,,,,,,,,,,,,,,,,,,,,,
1811,Traitors Axe,TOA_S_1h_Afct_TraitorsAxe01,0,1,,,,,,,,,,,,,,,,,,,,,
1812,Battler Hammer 1 handed,TOA_V_1h_Afct_BattlerHammer01,0,1,,,,,,,,,,,,,,,,,,,,,
1813,rpobject_Key,rpobject_Key,0,1,,,,,,,,,,,,,,,,,,,,,
1814,rpobject_TurkeyLeg,rpobject_TurkeyLeg,0,1,,,,,,,,,,,,,,,,,,,,,
1815,stormnode,stormnode,0,1,,,,,,,,,,,,,,,,,,,,,
1816,RP_Object_RollingPin,RP_Object_RollingPin,0,1,,,,,,,,,,,,,,,,,,,,,
1817,RP_Object_Scroll,RP_Object_Scroll,0,1,,,,,,,,,,,,,,,,,,,,,
1818,BoneDancerHelm01,BoneDancerHelm01,0,4,,,,,,,,,,,,,,,,,,,2,,
1819,BoneDancerSword_2h,BoneDancerSword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1820,BoneDancerSword_1h,BoneDancerSword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1821,BoneDancerStaff,BoneDancerStaff,0,1,,,,,,,,,,,,,,,,,,,,,
1822,BoneDancerHammer_2h,BoneDancerHammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1823,BoneDancerHammer_1h,BoneDancerHammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1824,BoneDancerBow,BoneDancerBow,0,1,,,,,,,,,,,,,,,,,,,,,
1825,BoneDancerAx_2h,BoneDancerAx_2h,0,1,,,,,,,,,,,,,,,,,,,,,
1826,BoneDancerAx_1h,BoneDancerAx_1h,0,1,,,,,,,,,,,,,,,,,,,,,
1827,grain_sack,grain_sack,0,1,,,,,,,,,,,,,,,,,,,,,
1828,RPObject_Torch,RPObject_Torch,0,1,,,,,,,,,,,,,,,,,,,,,
1829,RPObject_Quill,RPObject_Quill,0,1,,,,,,,,,,,,,,,,,,,,,
1830,crate_prop,crate_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1831,chest_prop,chest_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1832,Large Relic Cauldron,r_hcauldron_large,0,0,,,,,,,,,,,,,,,,,,,,,
1833,Fist Wrap,fistwrap_null,0,1,,,,,,,,,,,,,,,,,,,,,
1834,Haystack Prop,haystack_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1835,Lumber Prop,lumber_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1836,Angel Statue Prop,statue_angel_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1837,Dirt Prop,dirt_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1838,Relic Node,relicnode,0,1,,,,,,,,,,,,,,,,,,,,,
1839,Lab Bronze_statue_broken_01,Bronze_statue_broken_01,0,6,,,,,,,,,,,,,,,,,,,,,
1840,Lab Bronze_statue_broken_02,Bronze_statue_broken_02,0,6,,,,,,,,,,,,,,,,,,,,,
1841,Lab Bronze_statue_broken_03,Bronze_statue_broken_03,0,6,,,,,,,,,,,,,,,,,,,,,
1842,Lab Bronze_statue_broken_04,Bronze_statue_broken_04,0,6,,,,,,,,,,,,,,,,,,,,,
1843,Lab Bronze_statue_broken_05,Bronze_statue_broken_05,0,6,,,,,,,,,,,,,,,,,,,,,
1844,Lab Bronze_statue_broken_06,Bronze_statue_broken_06,0,6,,,,,,,,,,,,,,,,,,,,,
1845,Lab Bronze_statue_broken_05,Bronze_statue_broken_05,0,6,,,,,,,,,,,,,,,,,,,,,
1846,Lab Bronze_statue_broken_06,Bronze_statue_broken_06,0,6,,,,,,,,,,,,,,,,,,,,,
1847,Lab Bronze_statue_broken_no_base_01,Bronze_statue_broken_no_base_01,0,6,,,,,,,,,,,,,,,,,,,,,
1848,Lab Bronze_statue_broken_no_base_02,Bronze_statue_broken_no_base_02,0,6,,,,,,,,,,,,,,,,,,,,,
1849,Lab Bronze_statue_broken_no_base_03,Bronze_statue_broken_no_base_03,0,6,,,,,,,,,,,,,,,,,,,,,
1850,Cart Prop,cart_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1851,Shrub Prop,shrub_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1852,Bronze_statue_01,Bronze_statue_01,0,6,,,,,,,,,,,,,,,,,,,,,
1853,Bronze_statue_02,Bronze_statue_02,0,6,,,,,,,,,,,,,,,,,,,,,
1854,Bronze_statue_03,Bronze_statue_03,0,6,,,,,,,,,,,,,,,,,,,,,
1855,Bronze_statue_04,Bronze_statue_04,0,6,,,,,,,,,,,,,,,,,,,,,
1856,Bronze_statue_05,Bronze_statue_05,0,6,,,,,,,,,,,,,,,,,,,,,
1857,Bronze_statue_06,Bronze_statue_06,0,6,,,,,,,,,,,,,,,,,,,,,
1858,Bronze_statue_07,Bronze_statue_07,0,6,,,,,,,,,,,,,,,,,,,,,
1859,Bronze_statue_08,Bronze_statue_08,0,6,,,,,,,,,,,,,,,,,,,,,
1860,Bronze_statue_09,Bronze_statue_09,0,6,,,,,,,,,,,,,,,,,,,,,
1861,Bronze_statue_no_base_01,Bronze_statue_no_base_01,0,6,,,,,,,,,,,,,,,,,,,,,
1862,Bronze_statue_no_base_02,Bronze_statue_no_base_02,0,6,,,,,,,,,,,,,,,,,,,,,
1863,Bronze_statue_no_base_03,Bronze_statue_no_base_03,0,6,,,,,,,,,,,,,,,,,,,,,
1864,Bronze_statue_no_base_04,Bronze_statue_no_base_04,0,6,,,,,,,,,,,,,,,,,,,,,
1865,Bronze_statue_no_base_05,Bronze_statue_no_base_05,0,6,,,,,,,,,,,,,,,,,,,,,
1866,Bronze_statue_no_base_06,Bronze_statue_no_base_06,0,6,,,,,,,,,,,,,,,,,,,,,
1867,Bronze_statue_no_base_07,Bronze_statue_no_base_07,0,6,,,,,,,,,,,,,,,,,,,,,
1868,Bronze_statue_no_base_08,Bronze_statue_no_base_08,0,6,,,,,,,,,,,,,,,,,,,,,
1869,Bronze_statue_no_base_09,Bronze_statue_no_base_09,0,6,,,,,,,,,,,,,,,,,,,,,
1870,Bronze_statue_rubble_01,Bronze_statue_rubble_01,0,6,,,,,,,,,,,,,,,,,,,,,
1871,Bronze_statue_rubble_02,Bronze_statue_rubble_02,0,6,,,,,,,,,,,,,,,,,,,,,
1872,Bronze_statue_rubble_03,Bronze_statue_rubble_03,0,6,,,,,,,,,,,,,,,,,,,,,
1873,Bronze_statue_rubble_04,Bronze_statue_rubble_04,0,6,,,,,,,,,,,,,,,,,,,,,
1874,Skeleton Prop,skeleton_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1875,int_wall_vegasroundtable2006,int_wall_vegasroundtable2006,0,1,,,,,,,,,,,,1,,,,,,,,,
1876,Labyrinth Teleporter,Teleportation_device,0,6,,,,,,,,,,,,,,,,,,,,,
1877,Labyrinth Broken Teleporter,Teleportation_device_broken,0,6,,,,,,,,,,,,,,,,,,,,,
1878,rockpile_large_prop,rockpile_large_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1879,rockpile_small_prop,rockpile_small_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1880,Relic Pedestal Minotaur,Relic_pedastal_minotaur,0,1,,,,,,,,,,,,,,,,,,,,,
1881,Relic Pedestal Overland,Relic_pedastal_overland,0,1,,,,,,,,,,,,,,,,,,,,,
1882,Hib Mauler Champion Staff,ChampionWeapon_HibMauler_staff01,0,1,,,,,,,,,,,,,,,,,,,,,
1883,Hib Mauler Champion Glove,ChampionWeapon_HibMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
1884,Clockwork MinoSkull Shield,Shield_clockwork_goblin,0,1,,,,,,,,,,,,,,,,,,,,,
1885,int_wall_trophy_agramon,int_wall_trophy_agramon,0,1,,,,,,,,,,,,1,,,,,,,,,
1886,int_wall_trophy_cerberus,int_wall_trophy_cerberus,0,1,,,,,,,,,,,,1,,,,,,,,,
1887,int_floor_trophy_minoconstruct,int_floor_trophy_minoconstruct,0,1,,,,,,,,,,,,1,,,,,,,,,
1888,int_floor_trophy_goblinchief,int_floor_trophy_goblinchief,0,1,,,,,,,,,,,,1,,,,,,,,,
1889,Desk and Chair Prop,desk_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1890,Alb Mauler Champion Glove,ChampionWeapon_AlbMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
