Spell,Spell (level),Spell,Caster,Caster,Caster,Caster,Caster,Caster,Caster,Projectile,Target,Buildup,Pulse,Sound,Radius,Resist,Projectile,Play,Focus,Remove
;,,,,,,,,,,,,,,,,,,,,A
;,New Archery 1.88,,,,,,,,,,,,,,,,,,,A
7400,Standard Shot 1,4015,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,A
7401,Standard Shot 2,4016,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7402,Standard Shot 3,4017,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7403,Standard Shot 4,4018,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7404,Standard Shot 5,4019,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7405,Long Shot 1,4020,161,162,163,595,0,0,0,596,597,0,0,70,0,0,,,,
7406,Long Shot 2,4021,161,162,163,595,0,0,0,596,597,0,0,70,0,0,,,,
7407,Long Shot 3,4022,161,162,163,595,0,0,0,596,597,0,0,70,0,0,,,,
7408,Long Shot 4,4023,161,162,163,595,0,0,0,596,597,0,0,70,0,0,,,,
7409,Long Shot 5,4024,161,162,163,595,0,0,0,596,597,0,0,70,0,0,,,,
7410,Power Shot 1,4025,158,159,160,598,0,0,0,599,600,0,0,70,0,0,,,,
7411,Power Shot 2,4026,158,159,160,598,0,0,0,599,600,0,0,70,0,0,,,,
7412,Power Shot 3,4027,158,159,160,598,0,0,0,599,600,0,0,70,0,0,,,,
7413,Power Shot 4,4028,158,159,160,598,0,0,0,599,600,0,0,70,0,0,,,,
7414,Power Shot 5,4029,158,159,160,598,0,0,0,599,600,0,0,70,0,0,,,,
7415,Point Blank Shot 1,4030,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7416,Point Blank Shot 2,4031,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,,,
7417,Point Blank Shot 3,4032,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,2,,
7418,Point Blank Shot 4,4033,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,2,,
7419,Point Blank Shot 5,4034,158,159,160,592,0,0,0,593,594,0,0,70,0,0,,2,,
7420,Critical Shot 1,4035,158,159,160,601,0,0,0,602,603,0,0,70,0,0,,,,
7421,Critical Shot 2,4036,158,159,160,601,0,0,0,602,603,0,0,70,0,0,,,,
7422,Critical Shot 3,4037,158,159,160,601,0,0,0,602,603,0,0,70,0,0,,,,
7423,Critical Shot 4,4038,158,159,160,601,0,0,0,602,603,0,0,70,0,0,,,,
7424,Critical Shot 5,4039,158,159,160,601,0,0,0,602,603,0,0,70,0,0,,,,
7425,Rapid Fire 1,4040,158,159,160,595,0,0,0,596,597,0,0,70,0,0,,,,
7426,Rapid Fire 2,4041,158,159,160,595,0,0,0,596,597,0,0,70,0,0,,,,
7427,Rapid Fire 3,4042,158,159,160,595,0,0,0,596,597,0,0,70,0,0,,,,
7428,Rapid Fire 4,4043,158,159,160,595,0,0,0,596,597,0,0,70,0,0,,,,
7429,Rapid Fire 5,4044,158,159,160,595,0,0,0,596,597,0,0,70,0,0,,,,
7430,Fire Shot 1,3985,158,159,160,610,0,0,0,611,612,0,0,71,0,0,,,,
7431,Fire Shot 2,3986,158,159,160,610,0,0,0,611,612,0,0,71,0,0,,,,
7432,Fire Shot 3,3987,158,159,160,610,0,0,0,611,612,0,0,71,0,0,,,,
7433,Fire Shot 4,3988,158,159,160,610,0,0,0,611,612,0,0,71,0,0,,,,
7434,Fire Shot 5,3989,158,159,160,610,0,0,0,611,612,0,0,71,0,0,,,,
7435,Cold Shot 1,3990,158,159,160,613,0,0,0,614,615,0,0,72,0,0,,,,
7436,Cold Shot 2,3991,158,159,160,613,0,0,0,614,615,0,0,72,0,0,,,,
7437,Cold Shot 3,3992,158,159,160,613,0,0,0,614,615,0,0,72,0,0,,,,
7438,Cold Shot 4,3993,158,159,160,613,0,0,0,614,615,0,0,72,0,0,,,,
7439,Cold Shot 5,3994,158,159,160,613,0,0,0,614,615,0,0,72,0,0,,,,
7440,Poison Shot 1,3995,158,159,160,604,0,0,0,605,606,0,0,73,0,0,,,,
7441,Poison Shot 2,3996,158,159,160,604,0,0,0,605,606,0,0,73,0,0,,,,
7442,Poison Shot 3,3997,158,159,160,604,0,0,0,605,606,0,0,73,0,0,,,,
7443,Poison Shot 4,3998,158,159,160,604,0,0,0,605,606,0,0,73,0,0,,,,
7444,Poison Shot 5,3999,158,159,160,604,0,0,0,605,606,0,0,73,0,0,,,,
7445,Acid Shot 1,4000,158,159,160,607,0,0,0,608,609,0,0,74,0,0,,,,
7446,Acid Shot 2,4001,158,159,160,607,0,0,0,608,609,0,0,74,0,0,,,,
7447,Acid Shot 3,4002,158,159,160,607,0,0,0,608,609,0,0,74,0,0,,,,
7448,Acid Shot 4,4003,158,159,160,607,0,0,0,608,609,0,0,74,0,0,,,,
7449,Acid Shot 5,4004,158,159,160,607,0,0,0,608,609,0,0,74,0,0,,,,
7450,Volley 1,4005,161,162,163,619,0,0,0,622,621,0,0,75,0,0,,,,
7451,Volley 2,4006,161,162,163,619,0,0,0,622,621,0,0,75,0,0,,,,
7452,Volley 3,4007,161,162,163,619,0,0,0,622,621,0,0,75,0,0,,,,
7453,Volley 4,4008,161,162,163,619,0,0,0,622,621,0,0,75,0,0,,,,
7454,Volley 5,4009,161,162,163,619,0,0,0,622,621,0,0,75,0,0,,,,
7455,Siege Shot 1,4010,158,159,160,616,0,0,0,617,618,0,0,76,0,0,,,,
7456,Siege Shot 2,4011,158,159,160,616,0,0,0,617,618,0,0,76,0,0,,,,
7457,Siege Shot 3,4012,158,159,160,616,0,0,0,617,618,0,0,76,0,0,,,,
7458,Siege Shot 4,4013,158,159,160,616,0,0,0,617,618,0,0,76,0,0,,,,
7459,Siege Shot 5,4014,158,159,160,616,0,0,0,617,618,0,0,76,0,0,,,,
7460,Blunt Arrows,2025,158,159,160,598,0,0,0,599,600,0,0,0,0,0,,,,
7461,Thrusting Arrows,2035,158,159,160,595,0,0,0,596,597,0,0,0,0,0,,,,
7462,Slashing Arrows,2030,158,159,160,592,0,0,0,593,594,0,0,0,0,0,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,1.89 spells,,,,,,,,,,,,,,,,,,,
;,Suppression baseline nuke,,,,,,,,,,,,,,,,,,,
7500,Spirit Burden,3300,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7501,Spirit Curse,3300,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7502,Spirit Oppression,3300,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7503,Spirit Burial,3301,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7504,Soul Burden,3301,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7505,Soul Curse,3302,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7506,Soul Oppression,3302,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7507,Soul Burial,3303,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7508,Doom Of Spirits,3303,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
7509,Death Of Souls,3304,41,42,43,471,472,0,0,0,466,0,0,13,0,332,,,,
;,Music Class Water Breathing Buffs,,,,,,,,,,,,,,,,,,,
7510,Neriad's Call,351,32,33,34,103,104,0,0,0,331,289,0,8,0,332,,,,
7511,Neriad's Breath,352,32,33,34,103,104,0,0,0,331,289,0,8,0,332,,,,
7512,Neriad's Blessing,353,32,33,34,103,104,0,0,0,331,289,0,8,0,332,,,,
7513,Breath of Leviathan,354,32,33,34,103,104,0,0,0,331,289,0,8,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,End 1.89 Spells,,,,,,,,,,,,,,,,,,,
;,Start 1.90 spells,,,,,,,,,,,,,,,,,,,
7515,Skill buff Proc spells,3530,35,36,37,251,252,0,0,0,313,0,0,9,0,332,,,,
7516,Dmg to heal buff proc,3906,35,36,37,471,472,0,0,0,552,0,0,0,0,332,,,,
7517,Dmg return shield proc,305,35,36,37,218,219,230,0,0,285,0,0,24,0,332,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
;,End 1.90 Spells,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
8000,Hibernian Shapeshift,408,0,0,0,0,0,257,258,0,234,0,0,28,0,332,,,,
8001,Midgardian Shapeshift,408,0,0,0,268,269,257,258,0,295,0,0,28,0,332,,,,
8002,Flurry,477,0,0,0,268,269,257,258,0,295,0,0,29,0,332,,,,
8003,Bainshee Shapechange,1199,0,0,0,0,0,0,0,0,465,0,0,10,0,332,,,,
8004,Popping Hearts,1455,0,0,0,0,0,0,0,0,519,0,0,0,0,332,,,,
8005,Pray at grave,0,0,0,0,0,0,0,0,0,132,232,0,10,0,332,,,,
8006,Bind at bindstone Midgard,0,0,0,0,0,0,0,0,0,587,100,0,10,0,332,,,,
8007,Level Up Effect 1,0,0,0,0,0,0,0,0,0,253,0,0,10,0,332,,,,
8008,Bind to Item,0,0,0,0,0,0,0,0,0,582,0,0,10,0,332,,,,
8009,Bind at bindstone Hibernia,0,0,0,0,0,0,0,0,0,588,584,0,10,0,332,,,,
8010,Bind at bindstone Albion,0,0,0,0,0,0,0,0,0,586,585,0,10,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,ITEMS,,,,,,,,,,,,,,,,,,,
;8050,Potions,,,,,,,,,,,,,,,,,,,
8051,Weak Elixir of Healing,4119,77,0,0,0,320,0,0,0,0,4,0,8,0,332,,,,
8052,Elixir of Healing,4120,77,0,0,0,320,0,0,0,0,178,0,8,0,332,,,,
8053,Improved Elixir of Healing,4121,77,0,0,0,320,0,0,0,0,179,0,8,0,332,,,,
8054,Strong Elixir of Healing,4122,77,0,0,0,320,0,0,0,0,180,0,8,0,332,,,,
8055,Weak Elixir of Stamina,835,77,0,0,0,319,0,0,0,0,19,0,10,0,332,,,,
8056,Elixir of Stamina,836,77,0,0,0,319,0,0,0,0,19,0,10,0,332,,,,
8057,Improved Elixir of Stamina,837,77,0,0,0,319,0,0,0,0,27,0,10,0,332,,,,
8058,Strong Elixir of Stamina,838,77,0,0,0,319,0,0,0,0,27,0,10,0,332,,,,
8059,Weak Elixir of Power,910,77,0,0,0,318,0,0,0,0,77,0,10,0,332,,,,
8060,Elixir of Power,911,77,0,0,0,318,0,0,0,0,308,0,10,0,332,,,,
8061,Improved Elixir of Power,912,77,0,0,0,318,0,0,0,0,78,0,10,0,332,,,,
8062,Strong Elixir of Power,439,77,0,0,0,318,0,0,0,0,309,0,10,0,332,,,,
8063,Elixir of Instant Healing,356,77,0,0,0,320,0,0,0,0,232,0,8,0,332,,,,
8064,Elixir of Instant Endurance,839,77,0,0,0,319,0,0,0,0,20,0,9,0,332,,,,
8065,Elixir of Instant Power,914,77,0,0,0,318,0,0,0,0,230,0,10,0,332,,,,
8066,Weak Shard Skin,1400,77,0,0,0,325,0,0,0,0,229,0,9,0,332,,,,
8067,Shard Skin,1401,77,0,0,0,325,0,0,0,0,229,0,9,0,332,,,,
8068,Improved Shard Skin,1402,77,0,0,0,325,0,0,0,0,229,0,9,0,332,,,,
8069,Strong Shard Skin,1403,77,0,0,0,325,0,0,0,0,229,0,9,0,332,,,,
8070,Weak Elixir of Speed,35,77,0,0,0,317,0,0,0,0,173,0,15,0,332,,,,
8071,Elixir of Speed,36,77,0,0,0,317,0,0,0,0,173,0,15,0,332,,,,
8072,Improved Elixir of Speed,440,77,0,0,0,317,0,0,0,77,173,0,15,0,332,,,,
8073,Strong Elixir of Speed,38,77,0,0,0,317,0,0,0,78,173,0,15,0,332,,,,
8074,Weak Elixir of Mending,1370,77,0,0,0,320,0,0,0,132,305,0,8,0,332,,,,
8075,Elixir of Mending,1371,77,0,0,0,320,0,0,0,4,305,0,8,0,332,,,,
8076,Improved Elixir of Mending,1372,77,0,0,0,320,0,0,0,178,305,0,8,0,332,,,,
8077,Strong Elixir of Mending,1373,77,0,0,0,320,0,0,0,179,305,0,8,0,332,,,,
8078,Weak Elixir of Invigoration,1540,77,0,0,0,319,0,0,0,0,19,0,9,0,332,,,,
8079,Elixir of Invigoration,1541,77,0,0,0,319,0,0,0,0,19,0,9,0,332,,,,
8080,Impr. Elixir of Invigoration,1542,77,0,0,0,319,0,0,0,0,19,0,9,0,332,,,,
8081,Strong Elixir of Invigoration,1543,77,0,0,0,319,0,0,0,0,19,0,9,0,332,,,,
8082,Weak Elixir of Clarity,335,77,0,0,0,320,0,0,0,308,130,0,8,0,332,,,,
8083,Elixir of Clarity,336,77,0,0,0,320,0,0,0,78,130,0,8,0,332,,,,
8084,Improved Elixir of Clarity,337,77,0,0,0,320,0,0,0,309,130,0,8,0,332,,,,
8085,Strong Elixir of Clarity,338,77,0,0,0,320,0,0,0,232,130,0,8,0,332,,,,
8086,Weak Ablative Aura,10,77,0,0,0,325,0,0,0,0,286,0,9,0,332,,,,
8087,Ablative Aura,11,77,0,0,0,325,0,0,0,0,287,0,9,0,332,,,,
8088,Improved Ablative Aura,12,77,0,0,0,325,0,0,0,0,183,0,9,0,332,,,,
8089,Strong Ablative Aura,13,77,0,0,0,325,0,0,0,0,185,0,9,0,332,,,,
8090,Elixir of Strength,1856,77,0,0,0,316,0,0,0,0,187,0,10,0,332,,,,
8091,Elixir of Fortitude,1857,77,0,0,0,321,0,0,0,0,189,0,10,0,332,,,,
8092,Elixir of Dexterity,1858,77,0,0,0,317,0,0,0,0,17,0,10,0,332,,,,
8093,Elixir of Enlightenment,1859,77,0,0,0,324,0,0,0,0,288,0,8,0,332,,,,
8094,Elixir of Might,4190,77,0,0,0,322,0,0,0,189,187,0,9,0,332,,,,
8095,Elixir of Deftness,4191,77,0,0,0,323,0,0,0,16,173,0,10,0,332,,,,
8096,Weak Essence of Weariness,1130,0,0,0,0,0,0,0,0,65,0,0,27,0,332,,,,
8097,Essence of Weariness,1131,0,0,0,0,0,0,0,0,66,0,0,27,0,332,,,,
8098,Weak Soul Rot,1090,0,0,0,0,0,0,0,0,62,0,0,27,0,332,,,,
8099,Essence of Soul Rot,1091,0,0,0,0,0,0,0,0,6,0,0,27,0,332,,,,
8100,Weak Essence of Lethargy,905,0,0,0,0,0,0,0,0,84,0,0,13,0,332,,,,
8101,Essence of Lethargy,906,0,0,0,0,0,0,0,0,296,0,0,13,0,332,,,,
8102,Weak Essence of Bloodfire,1125,0,0,0,0,0,0,0,0,292,0,0,26,0,332,,,,
8103,Essence of Bloodfire,1126,0,0,0,0,0,0,0,0,88,0,0,26,0,332,,,,
;,Portal Spell Effects,,,,,,,,,,,,,,,,,,,
8104,House Portal,3982,32,33,34,218,219,230,0,0,239,0,0,24,0,332,,,,
8105,Guild House Portal,3983,32,33,34,218,219,230,0,0,239,0,0,24,0,332,,,,
8106,Bind Portal,3984,32,33,34,218,219,230,0,0,239,0,0,24,0,332,,,,
,Potions (Cont),,,,,,,,,,,,,,,,,,,
8107,Nereid Potion,4092,77,0,0,0,320,0,0,0,0,178,0,8,0,332,,,,
8108,Draught of Courage,1851,77,0,0,0,324,0,0,0,0,288,0,8,0,332,,,,
8109,Draught of Superior Courage,1852,77,0,0,0,324,0,0,0,0,288,0,8,0,332,,,,
8110,Draught of Heroism,1853,77,0,0,0,324,0,0,0,0,288,0,8,0,332,,,,
8111,Draught of Strength,1860,77,0,0,0,316,0,0,0,0,187,0,10,0,332,,,,
8112,Draught of Fortitude,1861,77,0,0,0,321,0,0,0,0,189,0,10,0,332,,,,
8113,Draught of Dexterity,1862,77,0,0,0,317,0,0,0,0,17,0,10,0,332,,,,
8114,Draught of Enlightenment,1863,77,0,0,0,324,0,0,0,0,288,0,8,0,332,,,,
8115,Draught of Might,1854,77,0,0,0,322,0,0,0,189,187,0,9,0,332,,,,
8116,Draught of Deftness,1855,77,0,0,0,323,0,0,0,16,173,0,10,0,332,,,,
8117,Pictish Invigoration,1544,77,0,0,0,319,0,0,0,0,19,0,9,0,332,,,,
8118,Pictish Clarity,339,77,0,0,0,320,0,0,0,232,130,0,8,0,332,,,,
8119,Pictish Accuracy (Gray),1864,38,39,40,1,2,0,0,0,77,0,0,8,0,332,,,,
8120,Pictish Accuracy (Green),1865,38,39,40,1,2,0,0,0,77,0,0,8,0,332,,,,
8121,Pictish Accuracy (Blue),1866,38,39,40,1,2,0,0,0,77,0,0,8,0,332,,,,
8122,Pictish Accuracy (Yellow),1867,38,39,40,1,2,0,0,0,77,0,0,8,0,332,,,,
8123,Pictish Accuracy (Red),1868,38,39,40,1,2,0,0,0,77,0,0,8,0,332,,,,
8124,Withering of the Picts (Gray),1869,35,36,37,55,69,0,0,0,49,0,0,2,0,332,,,,
8125,Withering of the Picts (Green),1870,35,36,37,55,69,0,0,0,49,0,0,2,0,332,,,,
8126,Withering of the Picts (Blue),1871,35,36,37,55,69,0,0,0,49,0,0,2,0,332,,,,
8127,Withering of the Picts (Yellow),1872,35,36,37,55,69,0,0,0,49,0,0,2,0,332,,,,
8128,Withering of the Picts (Red),1873,35,36,37,55,69,0,0,0,49,0,0,2,0,332,,,,
8129,Pictish Weakening (Blue),1874,47,48,49,261,262,0,0,0,66,0,0,27,66,332,,,,
8130,Pictish Weakening (Yellow),1875,47,48,49,261,262,0,0,0,66,0,0,27,66,332,,,,
8131,Pictish Weakening (Red),1876,47,48,49,261,262,0,0,0,66,0,0,27,66,332,,,,
8132,Shield of the Picts (Gray),1877,32,33,34,251,252,0,0,0,90,0,0,13,0,332,,,,
8133,Shield of the Picts (Green),1878,32,33,34,251,252,0,0,0,90,0,0,13,0,332,,,,
8134,Shield of the Picts (Blue),1879,32,33,34,251,252,0,0,0,90,0,0,13,0,332,,,,
8135,Shield of the Picts (Yellow),1880,32,33,34,251,252,0,0,0,90,0,0,13,0,332,,,,
8136,Shield of the Picts (Red),1881,32,33,34,251,252,0,0,0,90,0,0,13,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,Event Spells,,,,,,,,,,,,,,,,,,,
8150,Spell Piercing Buff,3823,0,0,0,0,0,0,0,0,67,0,0,13,0,0,,,,
8151,Champion's Aura of Magic,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8152,Damage Add Buff,3824,0,0,0,0,0,0,0,0,173,0,0,15,0,0,,,,
8153,Champion's Fury,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8154,Celerity Buff,3826,0,0,0,0,0,0,0,0,89,0,0,20,0,0,,,,
8155,Champion's Vigor,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8156,Ablative Buff,3827,0,0,0,0,0,0,0,0,186,0,0,9,0,0,,,,
8157,Champion's Shield,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8158,Heal Pulse,2687,0,0,0,0,0,0,0,0,181,0,0,8,0,0,,,,
8159,Champion's Boon,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8160,Siege Damage Add,2666,0,0,0,0,0,0,0,0,284,314,0,6,0,0,,,,
8161,Champion's Precision,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8162,Tri-Resist Buff Elemental,3829,0,0,0,0,0,0,0,0,287,0,0,8,0,0,,,,
8163,Champion's Preservation,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8164,Tri-Resist Buff Spiritual,3830,0,0,0,0,0,0,0,0,20,0,0,8,0,0,,,,
8165,Champion's Salvation,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8166,Tri-Resist Buff Melee,3831,0,0,0,0,0,0,0,0,366,0,0,8,0,0,,,,
8167,Champion's Protection,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8168,Endurance Regen Buff,3834,0,0,0,0,0,0,0,0,485,0,0,8,0,0,,,,
8169,Champion's Replenishment,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8170,Power Regen Buff,3835,0,0,0,0,0,0,0,0,8,0,0,8,0,0,,,,
8171,Champion's Renewal,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8172,Hand of the Champion,3837,0,0,0,0,0,0,0,0,328,0,0,13,0,0,,,,
8173,Champion Effect Pulse,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
8174,Champion Effect,3838,0,0,0,0,0,0,0,0,624,0,0,0,0,0,,,,
8175,Speed of the Champion,3020,25,26,27,105,106,108,0,0,14,0,0,3,0,0,,,,
8176,Caustic Boils,3494,35,36,37,124,125,0,0,0,148,0,0,18,448,332,,,,
8177,Grip of Madness,1174,47,48,49,55,69,0,0,0,563,0,0,27,0,332,,,,
8178,Dark Reaping,3494,35,36,37,124,125,0,0,0,547,0,0,18,448,332,,,,
8179,,,,,,,,,,,,,,,,,,,,
8180,,,,,,,,,,,,,,,,,,,,
8181,,,,,,,,,,,,,,,,,,,,
8182,,,,,,,,,,,,,,,,,,,,
8183,,,,,,,,,,,,,,,,,,,,
8184,,,,,,,,,,,,,,,,,,,,
8185,,,,,,,,,,,,,,,,,,,,
8186,,,,,,,,,,,,,,,,,,,,
8187,,,,,,,,,,,,,,,,,,,,
8188,,,,,,,,,,,,,,,,,,,,
8189,,,,,,,,,,,,,,,,,,,,
8190,,,,,,,,,,,,,,,,,,,,
8191,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,Area Sounds,,,,,,,,,,,,,,,,,,,
8300,Dragon roaring,408,0,0,0,0,0,0,0,0,0,0,0,29,0,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,Necromancer/Reaver,,,,,,,,,,,,,,,,,,,
;9000,Deathsight,,,,,,,,,,,,,,,,,,,
9001,Glimpse of Fate,1900,35,36,37,55,69,80,0,0,110,0,0,26,0,332,,,,
9002,Glimpse of the Inevitable,1900,35,36,37,55,69,80,0,0,110,0,0,26,0,332,,,,
9003,Glimpse of the Grave,1900,35,36,37,55,69,80,0,0,110,0,0,26,0,332,,,,
9004,Glimpse of Death,1901,35,36,37,55,69,80,0,0,110,0,0,26,0,332,,,,
9005,Visions of Fate,1902,35,36,37,55,69,80,0,0,111,0,0,26,0,332,,,,
9006,Visions of the Inevitable,1902,35,36,37,55,69,80,0,0,111,0,0,26,0,332,,,,
9007,Visions of the Grave,1903,35,36,37,55,69,80,0,0,111,0,0,26,0,332,,,,
9008,Visions of Death,1904,35,36,37,55,69,80,0,0,111,0,0,26,0,332,,,,
9011,Health Evacuation,1125,35,36,37,59,76,57,0,0,148,0,0,27,0,332,,,,
9012,Life Evacuation,1125,35,36,37,59,76,57,0,0,148,0,0,27,0,332,,,,
9013,Spirit Evacuation,1125,35,36,37,59,76,57,0,0,148,0,0,27,0,332,,,,
9014,Soul Evacuation,1126,35,36,37,59,76,57,0,0,149,0,0,27,0,332,,,,
9015,Vitality Theft,1126,35,36,37,59,76,57,0,0,149,0,0,27,0,332,,,,
9016,Theft of Vigor,1127,35,36,37,59,76,57,0,0,149,0,0,27,0,332,,,,
9017,Theft of Vim,1128,35,36,37,59,76,57,0,0,159,0,0,27,0,332,,,,
9018,Theft of Energy,1129,35,36,37,59,76,57,0,0,159,0,0,27,0,332,,,,
9019,Theft of Liveliness,1129,35,36,37,59,76,57,0,0,159,0,0,27,0,332,,,,
9021,Servant of Death,1190,32,33,34,55,69,0,0,0,187,0,0,13,0,332,,,,
9022,Agent of Death,1190,32,33,34,55,69,0,0,0,187,0,0,13,0,332,,,,
9023,Bringer of Death,1191,32,33,34,55,69,0,0,0,187,0,0,13,0,332,,,,
9024,Servant of the Grave,1191,32,33,34,55,69,0,0,0,188,0,0,13,0,332,,,,
9025,Agent of the Grave,1192,32,33,34,55,69,0,0,0,188,0,0,13,0,332,,,,
9026,Bringer of the Grave,1193,32,33,34,55,69,0,0,0,189,0,0,13,0,332,,,,
9027,Death's Calling,1194,32,33,34,55,69,0,0,0,189,0,0,13,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
9051,Glimpse of Fate,1900,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9052,Glimpse of the Inevitable,1900,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9053,Glimpse of the Grave,1900,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9054,Glimpse of Death,1901,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9055,Visions of Fate,1902,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9056,Visions of the Inevitable,1902,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9057,Visions of the Grave,1903,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9058,Visions of Death,1904,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9061,Health Evacuation,1125,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9062,Life Evacuation,1125,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9063,Spirit Evacuation,1125,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9064,Soul Evacuation,1126,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9065,Vitality Theft,1126,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9066,Theft of Vigor,1127,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9067,Theft of Vim,1128,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9068,Theft of Energy,1129,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9069,Theft of Liveliness,1129,35,36,37,0,0,0,0,0,0,0,0,0,0,332,,,,
9071,Servant of Death,1190,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9072,Agent of Death,1190,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9073,Bringer of Death,1191,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9074,Servant of the Grave,1191,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9075,Agent of the Grave,1192,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9076,Bringer of the Grave,1193,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
9077,Death's Calling,1194,32,33,34,0,0,0,0,0,0,0,0,0,0,332,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,,
;9100,Deathsight Mastery,,,,,,,,,,,,,,,,,,,
9101,Longing For Death,1907,35,36,37,160,161,0,0,0,109,0,0,9,0,332,,,,
9102,Communion with Death,1908,35,36,37,160,161,0,0,0,109,0,0,9,0,332,,,,
9103,Intimacy with Death,1909,35,36,37,160,161,0,0,0,109,0,0,9,0,332,,,,
9111,Vigor Vacuum,1910,44,45,46,160,161,0,0,0,101,0,0,9,0,332,,,,
9112,Power Vacuum,1910,44,45,46,160,161,0,0,0,101,0,0,9,0,332,,,,
9113,Efficacy Vacuum,1910,44,45,46,160,161,0,0,0,101,0,0,9,0,332,,,,
