Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
1083,Shar Male 9,490,1762,1752,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1777,18,1,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3749,3743,3746,3744,3745,79,,11,1,1,,97,,,,,,,,,,,,6497,,,,,,
1084,Shar Male 10,490,1762,1753,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1778,18,1,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3750,3743,3746,3744,3745,79,,11,1,1,,97,,,,,,,,,,,,6497,,,,,,
1085,Shar Male 11,490,1762,1754,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1777,18,2,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3751,3743,3746,3744,3745,79,,11,1,1,,97,,,,,,,,,,,,6497,,,,,,
1086,Shar Male 12,490,1762,1755,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1778,18,2,0,0,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,1,1,,97,,,,,,,,,,,,6497,,,,,,
1087,Shar Female 1,491,1761,1752,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1767,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1088,Shar Female 2,491,1761,1753,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1768,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3754,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1089,Shar Female 3,491,1761,1754,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1767,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3755,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1090,Shar Female 4,491,1761,1755,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1768,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3756,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1091,Shar Female 5,491,1761,1756,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1769,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3757,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1092,Shar Female 6,491,1761,1757,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1770,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3758,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1093,Shar Female 7,491,1761,1758,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1769,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1094,Shar Female 8,491,1761,1759,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1770,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3754,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1095,Shar Female 9,491,1761,1752,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1771,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3755,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1096,Shar Female 10,491,1761,1753,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1772,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3756,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1097,Shar Female 11,491,1761,1754,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1771,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3757,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1098,Shar Female 12,491,1761,1755,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1772,18,2,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3758,6258,3746,3744,3745,79,,12,1,1,,94,,,,,,,,,,,,6497,,,,,,
1099,Half Ogre Merchant Male 1,449,1601,1018,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1612,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1100,Half Ogre Merchant Male 2,449,1601,1021,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1613,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1101,Half Ogre Merchant Male 3,449,1601,1017,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1612,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1102,Half Ogre Merchant Male 4,449,1601,1022,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1613,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1103,Half Ogre Merchant Male 5,449,1601,1020,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1614,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1104,Half Ogre Merchant Male 6,449,1601,1024,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1615,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1105,Half Ogre Merchant Male 7,449,1601,1019,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1614,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1106,Half Ogre Merchant Male 8,449,1601,1030,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1615,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1107,Half Ogre Merchant Male 9,449,1601,1018,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1616,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1108,Half Ogre Merchant Male 10,449,1601,1021,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1617,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1109,Half Ogre Merchant Male 11,449,1601,1017,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1616,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1110,Half Ogre Merchant Male 12,449,1601,1022,1599,1603,1604,1605,1602,0,0,123,98,1,154,0,0,1617,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,606,3579,,3590,3581,3582,3583,3584,79,,11,1,,,126,,,,,,,,,,,,,,,,,,
1111,Half Ogre Merchant Female 1,450,1600,1018,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1606,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1112,Half Ogre Merchant Female 2,450,1600,1021,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1607,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1113,Half Ogre Merchant Female 3,450,1600,1017,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1606,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1114,Half Ogre Merchant Female 4,450,1600,1022,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1607,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1115,Half Ogre Merchant Female 5,450,1600,1020,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1608,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1116,Half Ogre Merchant Female 6,450,1600,1024,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1609,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1117,Half Ogre Merchant Female 7,450,1600,1019,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1608,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1118,Half Ogre Merchant Female 8,450,1600,1030,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1609,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1119,Half Ogre Merchant Female 9,450,1600,1018,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1610,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1120,Half Ogre Merchant Female 10,450,1600,1021,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1611,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1121,Half Ogre Merchant Female 11,450,1600,1017,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1610,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1122,Half Ogre Merchant Female 12,450,1600,1022,1599,1603,1604,1605,1602,0,0,123,98,1,153,0,0,1611,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,607,3580,,3591,3581,6233,3583,3584,79,,12,1,,,117,,,,,,,,,,,,,,,,,,
1123,Frostalf Merchant Male 1,464,1646,1021,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1657,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1124,Frostalf Merchant Male 2,464,1646,1016,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1658,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1125,Frostalf Merchant Male 3,464,1646,1028,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1657,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1126,Frostalf Merchant Male 4,464,1646,1023,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1658,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1127,Frostalf Merchant Male 5,464,1646,1030,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1659,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1128,Frostalf Merchant Male 6,464,1646,1021,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1660,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1129,Frostalf Merchant Male 7,464,1646,1016,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1659,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1130,Frostalf Merchant Male 8,464,1646,1028,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1660,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1131,Frostalf Merchant Male 9,464,1646,1023,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1661,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1132,Frostalf Merchant Male 10,464,1646,1030,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1662,0,1,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1133,Frostalf Merchant Male 11,464,1646,1021,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1661,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1134,Frostalf Merchant Male 12,464,1646,1016,1644,1648,1649,1650,1647,0,0,100,82,1,150,0,0,1662,0,2,0,0,98,0,95,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,98,,,,,,,,,,,,,,1,,,,,,,586,3255,,3331,3256,3259,3257,3258,79,3253,11,,,,101,,,,,,,,,,,,,,,,,,
1135,Frostalf Merchant Female 1,465,1645,1021,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1651,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1136,Frostalf Merchant Female 2,465,1645,1016,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1652,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1137,Frostalf Merchant Female 3,465,1645,1028,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1651,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1138,Frostalf Merchant Female 4,465,1645,1023,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1652,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1139,Frostalf Merchant Female 5,465,1645,1030,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1653,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1140,Frostalf Merchant Female 6,465,1645,1021,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1654,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1141,Frostalf Merchant Female 7,465,1645,1016,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1653,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1142,Frostalf Merchant Female 8,465,1645,1028,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1654,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1143,Frostalf Merchant Female 9,465,1645,1023,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1655,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1144,Frostalf Merchant Female 10,465,1645,1030,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1656,0,1,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1145,Frostalf Merchant Female 11,465,1645,1021,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1655,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1146,Frostalf Merchant Female 12,465,1645,1016,1644,1648,1649,1650,1647,0,0,100,80,1,149,0,0,1656,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,587,3367,,3325,3256,3259,3257,3258,79,3253,12,,,,96,,,,,,,,,,,,,,,,,,
1147,Shar Merchant Male 1,490,1762,1752,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1773,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1148,Shar Merchant Male 2,490,1762,1753,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1774,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1149,Shar Merchant Male 3,490,1762,1754,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1773,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1150,Shar Merchant Male 4,490,1762,1755,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1774,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1151,Shar Merchant Male 5,490,1762,1756,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1775,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1152,Shar Merchant Male 6,490,1762,1757,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1776,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1153,Shar Merchant Male 7,490,1762,1758,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1775,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1154,Shar Merchant Male 8,490,1762,1759,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1776,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
