Information,,NIF,Icon,Skins,Fem,,,,,,,,Head,Body,Lbody,Cloak,On,,Combat,Left,Sound,Apply,Show,Alternate,Use,Siege,detail,Alternate,Alternate,Alternate,Alternate,Arms,Gloves,Legs,Boots,HouseItem,Fem,Fem,Fem,Fem,Fem,Fem,House,Garden House,Length,Width,X Offset,Y Off Set,Multi 1,Multi 2,Env Map,Colideable,Object Idle,Object Run,Object,Alb Realm,Mid Realm,Hib Realm,Siege,Siege,Siege,# Small,# Large,Player,Cata,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata Helm,RVR,Weapon,Weapon,Ground,Full Helm,Ignore Cata
1902,Alb 2H Slash Earth,877,249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Alb 2H Slash Fire,877,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Alb 2H Slash Water,877,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Alb Saracen Short Bow Air,2470,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Alb Saracen Short Bow Earth,2476,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Alb Saracen Short Bow Fire,2482,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Alb Saracen Short Bow Water,2488,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Alb Thorn Bow Air,2475,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Alb Thorn Bow Earth,2481,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Alb Thorn Bow Fire,2487,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Alb Thorn Bow Water,2493,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Alb BishopsMace Air,880,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Alb BishopsMace Earth,880,261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Alb BishopsMace Fire,880,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Alb BishopsMace Water,880,263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Alb Coffin Mace Mace Air,881,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Alb Coffin Mace Mace Earth,881,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Alb Coffin Mace Fire,881,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Alb Coffin Mace Water,881,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Alb Flex Spiked Flail Air,882,268,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,20,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Alb Flex Spiked Flail Earth,882,269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,20,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Alb Flex Spiked Flail Fire,882,270,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,20,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Alb Flex Spiked Flail Water,882,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,20,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Alb Flex Spiked Whip Air,1023,272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Alb Flex Spiked Whip Earth,1023,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Alb Flex Spiked Whip Fire,1023,274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Alb Flex Spiked Whip Water,1023,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Alb Military Fork Air,884,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Alb Military Fork Earth,884,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Alb Military Fork Fire,884,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Alb Military Fork Water,884,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Alb Saracen Glaive Air,885,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Alb Saracen Glaive Earth,885,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Alb Saracen Glaive Fire,885,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Alb Saracen Glaive Water,885,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Alb Tall Hammer Air,886,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Alb Tall Hammer Earth,886,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Alb Tall Hammer Fire,886,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Alb Tall Hammer Water,886,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Alb Cinquedea Air,887,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Alb Cinquedea Earth,887,289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,Alb Cinquedea Fire,887,290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Alb Cinquedea Water,887,291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Alb Falchion Air,888,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Alb Falchion Earth,888,293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,Alb Falchion Fire,888,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Alb Falchion Water,888,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Alb Spiked Staff Mace Air,889,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Alb Spiked Staff Mace Earth,889,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Alb Spiked Staff Mace Fire,889,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Alb Spiked Staff Mace Water,889,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Alb Duelists Dagger Air,890,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Alb Duelists Dagger Earth,890,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Alb Duelists Dagger Fire,890,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Alb Duelists Dagger Water,890,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Alb Duelists Rapier Air,891,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,Alb Duelists Rapier Earth,891,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Alb Duelists Rapier Fire,891,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Alb Duelists Rapier Water,891,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Alb Xbo Skinners Crossbow Air,2474,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,Alb Xbo Skinners Crossbow Earth,2480,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Alb Xbo Skinners Crossbow Fire,2486,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,Alb Xbo Skinners Crossbow Water,2492,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Albion Mage Staff 01 Air,893,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Albion Mage Staff 01 Earth,893,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Albion Mage Staff 01 Fire,893,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,Albion Mage Staff 01 Water,893,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2595,2596,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Hib Elven Firbolg L Sword Air,894,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,Hib Elven Firbolg L Sword Earth,894,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Hib Elven Firbolg L Sword Fire,894,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Hib Elven Firbolg L Sword Water,894,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Hib Elven Firbolg S Sword Air,895,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Hib Elven Firbolg S Sword Earth,895,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Hib Elven Firbolg S Sword Fire,895,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Hib Elven Firbolg S Sword Water,895,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Hib 2H Firbolg Hammer Air,896,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Hib 2H Firbolg Hammer Earth,896,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Hib 2H Firbolg Hammer Fire,896,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Hib 2H Firbolg Hammer Water,896,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Hib 2H Firbolg Troll Splitter Air,897,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Hib 2H Firbolg Troll Splitter Earth,897,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Hib 2H Firbolg Troll Splitter Fire,897,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
