Information,,NIF,Anim,Stride,Stride,Stride,Stride,Alternate,Expansion ,Figure,Ride,Figure,Cata,Vampire,Skeleton,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Mount,Z-Offset
646,Possesed Inconnu 1,PI_base,226,80,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
647,Possesed Inconnu 2,PI2_base,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
648,Possesed Inconnu 3,PI3_base,276,150,51,51,51,0,1,0,,0,,,,,,,,,,,,,,,,
649,Giant,Cata_giant,215,190,100,100,100,0,3,0,,0,,,,,,,,,,,,,,,,
650,GlastinBoss2,GlastinBoss1,291,200,50,50,50,0,3,0,,0,,,,,,,,,,,,,,,,
651,GlastinBoss1,GlastinBoss2,291,200,50,50,50,0,3,0,,0,,,,,,,,,,,,,,,,
652,Possessed Inconnu 2 Leather,PI2_Leather,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
653,Possessed Inconnu 2 Plate,PI2_Plate,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
654,Possessed Inconnu 3 Leather,PI3_Leather,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
655,Possessed Inconnu 3 Plate,PI3_Plate,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
656,Mordred,mordred,233,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
657,Morrigan,morrigan,233,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
658,Bat,bat,293,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
659,Gullvieg,gullvieg,233,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
660,NPC Tree,tree_npc,213,75,50,50,50,0,4,0,,0,,,,,,,,,,,,,,,,
661,Classic Bainshee,BainsheeSI,295,135,75,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
662,DarkElf_F,DarkElf_F,234,192,90,90,90,0,3,0,,0,,,,,,,,,,,,,,,,
663,DarkElf_M,DarkElf_M,233,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
664,DarkElf_Queen,DarkElf_Queen,234,192,90,90,90,0,3,0,,0,,,,,,,,,,,,,,,,
665,DarkElf_King,DarkElf_KING,233,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
666,PS_base,PS_base,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
667,PS2_base,PS2_base,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
668,PS2_Leather,PS2_Leather,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
669,PS2_Plate,PS2_Plate,226,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
670,PS3_naked,PS3_naked,276,150,51,51,51,0,1,0,,0,,,,,,,,,,,,,,,,
671,PS3_Leather,PS3_Leather,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
672,PS3_Plate,PS3_Plate,276,150,51,51,51,0,3,0,,0,,,,,,,,,,,,,,,,
673,Mine Cart 2,minecart_A,211,0,0,0,0,0,3,0,116,0,,,,,,,,,,,,,,,,
674,Cata Stag form,stag,297,130,75,75,75,0,4,1,,3,40,285,2,,,,,,,,,,,,,
675,DIAN,DIAN,263,127,60,54,48,0,3,0,,0,,,,,,,,,,,,,,,,
676,DOTHER,DOTHER,253,142,75,54,48,0,3,0,,0,,,,,,,,,,,,,,,,
677,Dub,DUB,243,135,75,75,75,0,3,0,,0,,,,,,,,,,,,,,,,
678,Fafner,Fafner,296,160,70,70,70,0,3,0,,0,,,,,,,,,,,,,,,,
679,Cata Bear form,Bear,297,135,75,75,75,0,4,1,,3,41,285,2,,,,,,,,,,,,,
680,Morgan Le Fay,morganlefay,234,192,90,90,90,0,3,0,,0,,,,,,,,,,,,,,,,
681,hockey_goalstick,hockey_goalstick,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
682,Hockey Field Marker,Invisible,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,,,,,,
683,Tutorial Freeze Monster,Invisible,2,135,75,54,48,0,0,0,8,0,,,,,,,,,,,,,,,,
684,Tutorial Dead Icon,bhilandm,298,135,75,62,72,0,0,1,,0,,,,,,,,,,,,,,,,
685,Tutorial Dead Icon,hig_m,299,135,75,62,72,0,3,1,,3,13,,2,,,,,,,,,,,500,,
686,Tutorial Dead Icon,BHalfOgreM,312,127,60,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
687,Tutorial Dead Icon,hal_m,310,250,60,54,48,0,3,1,,3,25,,1,,,,,,,,,,,1000,,
688,Tutorial Dead Icon,bcommonm,298,135,75,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
689,Tutorial Dead Icon,bri_m,299,160,70,70,70,0,3,1,,3,1,,1,,,,,,,,,,,,,
690,Tutorial Dead Icon,bsaracenm,312,135,75,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
691,Tutorial Dead Icon,sar_m,310,160,70,70,70,0,3,1,,3,3,,1,,,,,,,,,,,,,
692,Tutorial Dead Icon,nvikingm,298,135,75,62,72,0,0,1,,0,,,,,,,,,,,,,,,,
693,Tutorial Dead Icon,nor_m,299,135,75,62,72,0,3,1,,3,15,,1,,,,,,,,,,,,,
694,Tutorial Dead Icon,ntrollm,312,127,60,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
695,Tutorial Dead Icon,tro_m,310,127,60,54,48,0,3,1,,3,31,,2,,,,1,,,,2250,,,,,
696,Tutorial Dead Icon,ndwarfm,298,142,75,54,48,0,0,1,,0,,,,,,,,,,,,,,,,
697,Tutorial Dead Icon,dwa_m,299,142,75,54,48,0,3,1,,3,21,,2,,,,,,,,,,,1000,,
698,Tutorial Dead Icon,NSvartalfM,312,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
699,Tutorial Dead Icon,fro_m,310,135,75,75,75,0,3,1,,3,5,,1,,,,1,,,,,,,,,
700,Tutorial Dead Icon,hceltm,298,135,75,75,75,0,0,1,,0,,278,,,,,,,,,,,,,,
701,Tutorial Dead Icon,cel_m,299,135,75,75,75,0,3,1,,3,33,284,1,,,,,,,,,,,,,
702,Tutorial Dead Icon,hfirbolgm,312,130,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
703,Tutorial Dead Icon,fir_m,310,130,75,75,75,0,3,1,,3,29,,2,,,,1,,,,,,,,,
704,Tutorial Dead Icon,helfm,298,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
705,Tutorial Dead Icon,elf_m,299,135,75,75,75,0,3,1,,3,11,,1,,,,1,,,,,,,,,
706,Tutorial Dead Icon,HSharM,312,135,75,54,48,0,0,1,,0,,282,,,,,,,,,,,,,,
707,Tutorial Dead Icon,sha_m,310,135,75,54,48,0,3,1,,3,7,288,2,,,,1,,,,,,,,,
708,Tutorial Bat/Bird,bat,300,100,100,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
709,Tutorial Dummy,dummy,0,0,0,0,0,0,3,0,,0,,,,,,,,,,,,,,,,
710,simulacrum_Cabalist,simulacrum_Cabalist,215,140,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
711,Puppy,puppy,301,175,50,50,50,0,4,0,,0,,,,,,,,,,,,,,,,
712,Tutorial Dummy,dummy,302,0,0,0,0,0,4,0,,0,,,,,,,,,,,,,,,,
713,Tutorial Dummy,dummy,303,0,0,0,0,0,4,0,,0,,,,,,,,,,,,,,,,
714,Tutorial Dummy,dummy,304,0,0,0,0,0,4,0,,0,,,,,,,,,,,,,,,,
715,Tutorial Dummy,dummy,305,0,0,0,0,0,4,0,,0,,,,,,,,,,,,,,,,
716,Tutorial Dummy,dummy,306,0,0,0,0,0,4,0,,0,,,,,,,,,,,,,,,,
717,Cata Norse Male Smith,nor_m,307,135,75,62,72,0,3,1,,3,15,,1,,,,,,,,,,,,,
719,Cata Norse Lumberjack,nor_m,309,135,75,62,72,0,3,1,,3,15,,1,,,,,,,,,,,,,
720,Cata Briton Male Smith,bri_m,307,160,70,70,70,0,3,1,,3,1,,1,,,,,,,,,,,,,
721,Cata Celt Male Smith,cel_m,307,135,75,75,75,0,3,1,,3,33,284,1,,,,,,,,,,,,,
722,Cata Briton Male Smith,bri_m,309,160,70,70,70,0,3,1,,3,1,,1,,,,,,,,,,,,,
723,Cata Celt Male Smith,cel_m,309,135,75,75,75,0,3,1,,3,33,284,1,,,,,,,,,,,,,
724,Horse Cart Caravan ,Horsecart,311,50,50,100,34,0,1,0,,0,,,,,,,,,,,,,,,,
725,Classic Briton Smith,bcommonm,313,135,75,54,48,0,1,1,,0,,,,,,,,,,,,,,,,
726,Classic Norse Smith,nvikingm,313,135,75,62,72,0,1,1,,0,,,,,,,,,,,,,,,,
727,Classic  Celt Smith,hceltm,313,135,75,75,75,0,1,1,,0,,278,,,,,,,,,,,,,,
728,Classic Briton Lumberjack,bcommonm,314,135,75,54,48,0,1,1,,0,,,,,,,,,,,,,,,,
729,Classic Norse Lumberjack,nvikingm,314,135,75,62,72,0,1,1,,0,,,,,,,,,,,,,,,,
730,Classic  Celt Lumberjack,hceltm,314,135,75,75,75,0,1,1,,0,,278,,,,,,,,,,,,,,
731,Cata Old Man Briton,ava_m,272,178,70,70,70,0,4,1,,3,42,,1,,,,,,,,,,,,,
732,Cata Old Woman Briton,ava_f,273,236,90,90,90,0,4,1,,3,43,,1,,,,,,,,,,,,,
733,Cata Old Man Celt,ava_m,272,160,75,75,75,0,4,1,,3,44,284,1,,,,,,,,,,,,,
734,Cata Old Woman Celt,ava_f,273,160,75,75,75,0,4,1,,3,45,285,1,,,,,,,,,,,,,
735,Cata Old Man Norse,nor_m,272,160,75,62,72,0,4,1,,3,46,,1,,,,,,,,,,,,,
736,Cata Old Woman Norse,nor_f,273,188,75,58,52,0,4,1,,3,47,,1,,,,,,,,,,,,,
737,Nightmare,Horse_Medium,315,200,55,55,80,0,4,1,,3,49,,3,,,,,,,,,,,,,
738,Cata Celt Male Vampiir,cel_m,364,160,75,75,75,0,4,1,,3,33,284,1,,,,,,,,,,,,115,
739,Player Skeleton Vampiir,Albion_skeleton,366,135,75,62,54,0,4,1,,3,57,,5,,,,,,,,,,,,,
745,Chamberlain,Chamberlain,318,100,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
746,SoulKeeper,SoulKeeper,65,52,52,52,52,0,4,0,,0,,,,,,,,,,,,,,,,
747,Unicorn,Horse_Medium,315,200,55,55,80,0,4,1,,3,52,,3,,,,,,,,,,,,,
748,DR_demonseal,DR_demonseal,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
750,inq,inq,319,200,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
751,Hawsie,Horse_Medium,315,200,55,55,80,0,4,1,,3,48,,3,,,,,,,,,,,,,
752,DR Demon,DR_Demon,320,100,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
755,Clydesdale,Horse_Medium,315,200,55,55,80,0,4,1,,3,50,,3,,,,,,,,,,,,,
756,Undead,Horse_Medium,315,200,55,55,80,0,4,1,,3,51,,3,,,,,,,,,,,,,
757,DR_Abomination,DR_Abomination,233,178,70,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
758,DR_Hulker,DR_Hulker,71,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
759,DR_Hulker_demon,DR_Hulker_demon,71,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
760,DR_imp_red,DR_imp_red,325,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
761,DR_imp_gold,DR_imp_gold,325,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
762,DR_Dpixie,DR_Dpixie,322,250,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
763,Alt DR_Dpixie,DR_Dpixie,323,250,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
764,Alt DR Demon,DR_Demon,321,100,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
766,DR_rat,DR_rat,326,125,45,45,45,0,4,0,,0,,,,,,,,,,,,,,,,
767,Alt Imp Fly,DR_imp_gold,327,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
768,Alt Imp Perch,DR_imp_gold,328,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
769,Alt Red Imp Fly,DR_imp_red,327,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
770,DR_LEGLESSZ,DR_LEGLESSZ,329,150,135,55,45,75,4,0,,0,,,,,,,,,,,,,,,,
771,Praying Briton Male,bri_m,330,178,70,70,70,0,4,1,,3,1,,1,,,,,,,,,,,,,
772,Praying Briton Female,bri_f,331,236,90,90,90,0,4,1,,3,2,,1,,,,,,,,,,,,,
773,Epic,Horse_Medium,315,200,55,55,55,0,4,1,,3,53,,3,,,,,,,,,,,,,
774,Cata Briton Female,bri_f,273,236,90,90,90,0,4,1,,3,2,,1,,,,,,,,,,,,,
775,DR_A_Rebel01,DR_A_Rebel01,233,178,70,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
776,DR_A_Rebel02,DR_A_Rebel02,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
777,DR_A_Rebel03,DR_A_Rebel03,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
778,DR_A_Rebel04,DR_A_Rebel04,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
779,DR_Xaphan,DR_Xaphan,332,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
780,DR_Asteroth,DR_Asteroth,333,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
781,Albion King,AlbK_M,338,160,75,62,72,0,5,1,,3,54,,4,,,,,,,,,,,,,
782,Midgard King,KingV_M,337,170,75,54,48,0,5,1,,3,55,,4,,,,,, , , ,,,,,
783,Admorenth,admorenth,335,135,75,75,75,0,5,0,,0,,, ,,,,,, , , ,,,,,
784,New Classic Horse,Classic_Body01_Mount_Horse,334,200,55,55,80,0,0,0,71,0,,,,,,,,,,,,,,,,
785,Hibernian King,HibK_M,339,178,70,70,70,0,5,1,,3,56,,4,,,,,,,,,,,,,
786,Darkness Rising 3 head Boss,DR_3head,66,106,49,106,106,0,4,0,,0,,,,,,,,,,,,,,,,
787,Moloch,DR_MOLOCH,336,178,70,70,70,0,5,0, ,0,,,,,,,,,,,,,,,,
788,DR_wraith,DR_wraith,70,110,45,45,45,0,4,0,,0,,,,,,,,,,,,,,,,
789,DR_Svartalf,DR_Svartalf,346,178,70,70,70,0,4,0,,0, ,, ,,,,,,,,,,,,,
790,DR_Belial,DR_Belial,340,178,70,70,70,0,5,0, ,0,,,,,,,,,,,,,,,,
791,DR_Wight,DR_Wight,346,230,110,110,110,0,4,0,,0,,,,,,,,,,,,,,,,
792,DR_A_Peasant01,DR_A_Peasant01,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
793,DR_M_Rebel01_longhair,DR_M_Rebel01_longhair,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
794,DR_M_Rebel02_hooded,DR_M_Rebel02_hooded,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
795,DR_M_Rebel03_masked,DR_M_Rebel03_masked,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
796,DR_M_Rebel04_Helmet,DR_M_Rebel04_Helmet,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
797,DR_H_Rebel03_Sarg,DR_H_Rebel03_Sarg,352,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
798,DR_H_Rebel04_Captain,DR_H_Rebel04_Captain,352,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
799,DR_H_Rebel05_peasant,DR_H_Rebel05_peasant,352,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
800,DR_H_Rebel01_Commoner,DR_H_Rebel01_Commoner,352,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
801,DR_H_Rebel02_Private,DR_H_Rebel02_Private,352,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
802,DR_Locust,DR_Locust,72,30,42,42,42,0,4,0,,0,,,,,,,,,,,,,,,,
803,DR_succubus,DR_succubus,341,225,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
804,Copy of Wolf - Sitting,Cata_wolf,342,135,25,35,52,0,4,0,,0,,,,,,,,,,,,,,,,
805,Albion King Sitting,AlbK_M,343,160,75,62,72,0,5,1,,3,54,,4,,,,,,,,,,,,,
806,Hibernian King Sitting,HibK_M,344,178,70,70,70,0,5,1,,3,56,,4,,,,,,,,,,,,,
807,DR_GiantMite,DR_GiantMite,55,255,80,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
808,DR_XaphanSoldier,DR_XaphanSoldier,346,100,100,100,100,0,5,0,0,0, ,,,,,,,,,,,,,,,
809,Copy of Wolf - Lying,Cata_wolf,345,135,25,35,52,0,4,0,,0,,,,,,,,,,,,,,,,
810,DR_hag,DR_hag,67,160,68,68,68,0,4,0,,0,,,,,,,,,,,,,,,,
811,DR_Lamia,DR_Lamia,112,180,130,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
812,DR_bosshulker,DR_bosshulker,71,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
813,Utgard,Utgard,347,178,70,70,70,0,5,,,,,,,,,,,,,,,,,,,
814,DR_Worm,DR_Worm,21,175,90,90,90,0,4,0,,0,,,,,,,,,,,,,,,,
815,DR_Belialschildren,DR_Belialschildren,55,255,80,100,100,0,5,0, ,0,,,,,,,,,,,,,,,,
816,DR_landcreature,DR_landcreature,55,255,80,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
817,DR_Svartalf_Female,DR_Svartalf_Female,67,160,68,68,68,0,4,0,,0,,,,,,,,,,,,,,,,
818,DR_Azazel,DR_Azazel,348,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
819,DR_NecroServant,DR_NecroServant,349,178,70,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
820,DR_GreaterNecro,DR_GreaterNecro,350,178,70,70,75,0,4,0,,0,,,,,,,,,,,,,,,,
821,Scorpion Two(used for DR fiery scorp),Scorp2,195,100,52,100,100,0,2,0,,0,,,,,,,,,,,,,,,,
822,DR_ReanimatedServant,DR_ReanimatedServant,351,255,130,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
823,DR_ZombiePet,DR_ZombiePet,351,255,130,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
824,MidBody01HeadA,MidBody01HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
825,MidBody01HeadB,MidBody01HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
826,MidBody02HeadA,MidBody02HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
827,MidBody02HeadB,MidBody02HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
828,MidBody03HeadA,MidBody03HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
829,MidBody03HeadB,MidBody03HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
830,MidBody04HeadA,MidBody04HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
831,MidBody04HeadB,MidBody04HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
832,AlbBody01HeadA,AlbBody01HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
833,AlbBody01HeadB,AlbBody01HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
834,AlbBody02HeadA,AlbBody02HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
835,AlbBody02HeadB,AlbBody02HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
836,AlbBody03HeadA,AlbBody03HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
837,AlbBody03HeadB,AlbBody03HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
838,AlbBody04HeadA,AlbBody04HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
839,AlbBody04HeadB,AlbBody04HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
840,HibBody01HeadA,HibBody01HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
841,HibBody01HeadB,HibBody01HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
842,HibBody02HeadA,HibBody02HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
843,HibBody02HeadB,HibBody02HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
844,HibBody03HeadA,HibBody03HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
845,HibBody03HeadB,HibBody03HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
846,HibBody04HeadA,HibBody04HeadA,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
847,HibBody04HeadB,HibBody04HeadB,233,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
848,DR_KingViking_Fallback,DR_KingViking_Fallback,337,170,75,54,48,0,5,0,,0,,,,,,,,,,,,,,,,
849,DR_KingLug_Fallback,DR_KingLug_Fallback,339,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
850,KingConstantine_Rollback,KingConstantine_Rollback,338,160,75,62,72,0,5,0,,0,,,,,,,,,,,,,,,,
851,Female Inferanlist,DR_A_Infernalist02,234,236,90,90,90,0,4,0,,0,,,,,,,,,,,,,,,,
852,Praying Female Infernalist,DR_A_Infernalist02,331,236,90,90,90,0,4,0,,0,,,,,,,,,,,,,,,,
853,Praying Male Infernalist,DR_A_Rebel01,330,178,70,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
854,Player Skeleton,Albion_skeleton,356,135,75,62,54,0,4,1,,3,57,,5,,,,,,,,,,,,,
855,DR_AdmorenthMinion,DR_AdmorenthMinion,274,178,70,70,70,0,5,0,,0,,,,,,,,,,,,,,,,
856,Player Rez Skeleton,Albion_skeleton,241,135,75,62,54,0,4,1,,3,58,,5,,,,,,,,,,,,,
857,Rebel Used For Male Infernalist,DR_A_Rebel01,233,178,70,70,70,0,4,0,,0,,,,,,,,,,,,,,,,
858,Troll Beating Coconuts,TrollCoco,353,190,60,54,48,0,1,0,,0,0,, ,,,,,,,, ,,,, ,
859,FirbolgCoco,FirbolgCoco,354,190,75,75,75,0,1,0,,0,0,,,,,,,,,,,,,,,
860,HalfOgreCoco,HalfOgreCoco,355,190,60,54,48,0,1,0,,0,0,,,,,,,,,,,,,,,
861,Pink Unicorn,Horse_Medium,315,200,55,55,80,0,4,1,,3,59,,3,,,,,,,,,,,,,
862,Cata Elf Male,elf_m,243,160,75,75,75,0,4,1,,3,60,,1,,,,1,,,,,,,,115,
863,Albion Player Minotaur,mino,382,120,90,54,48,0,4,1,,3,61,,6, , , , , , , , , , , ,135,
864,Revamped Lizard,Cat_Lizard,358,200,96,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
865,Revamped Worm,Cat_Worm,359,175,90,90,90,0,4,0,,0,,,,,,,,,,,,,,,,
866,Revamped Goblin,Cat_Goblin,360,160,75,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
867,Midgard Player Minotaur,mino,383,120,90,54,48,0,4,1,,3,62,,6,,,,,,,, ,,,,135,
868,Hibernian Player Minotaur,mino,357,120,90,54,48,0,4,1,,3,63,,6,,,,,,,,,,,,135,
869,Winged Demon Wolf,Lab_DemonWolf,361,100,50,50,50,0,6,0,,0,,,,,,,,,,,,,,,,
870,Flying Winged Demon Wolf,Lab_DemonWolf,362,100,50,50,50,0,6,0,,0,,,,,,,,,,,,,,,,
871,Construct,Construct,363,165,50,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
872,ConstructSpider,ConstructSpider,365,165,50,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
873,Undead_Drakoran,Undead_Drakoran,367,165,65,65,100,0,4,0,,0,,,,,,,,,,,,,,,,
874,7 Legged Spider,7Legspider,201,175,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
875,Corrupt Minotaur 1,mino,357,120,90,54,48,0,6,1,,3,172,,6,,,,,,,, ,,,,135,
876,Corrupt Minotaur 2,mino,357,120,90,54,48,0,6,1,,3,173,,6,,,,,,,, ,,,,135,
877,Corrupt Minotaur 3,mino,357,120,90,54,48,0,6,1,,3,174,,6,,,,,,,, ,,,,135,
878,Dopple Ganger Minotaur,DopplegangerMino,368,100,100,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
879,Dopple Ganger Demon,DopplegangerDemon,369,100,100,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
880,Skeleton Minotaur,mino,357,120,90,54,48,0,6,1,,3,175,,6,,,,,,,, ,,,,135,
881,Cerberus,Cerberus,370,100,35,35,35,0,6,0,,0,,,,,,,,,,,,,,,,
882,Minotaur Construct,Mino_Construct,371,165,50,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
883,Dead Minotaur Albion,mino,372,135,75,62,72,0,1,1,,3,61,,6,,,,,,,,,,,,,
884,Dead Minotaur Midgard,mino,372,135,75,62,72,0,1,1,,3,62,,6,,,,,,,,,,,,,
885,Dead Minotaur Hibernia,mino,372,135,75,62,72,0,1,1,,3,63,,6,,,,,,,,,,,,,
886,Clockwork Cat,Clockwork_Cat,373,300,90,75,75,0,1,0,,0,,,,,,,,,,,,,,,,
887,Dead Corrupt Minotaur 1,mino,372,120,90,54,48,0,6,1,,3,172,,6,,,,,,,, ,,,,135,
888,Dead Corrupt Minotaur 2,mino,372,120,90,54,48,0,6,1,,3,173,,6,,,,,,,, ,,,,135,
889,Dead Corrupt Minotaur 3,mino,372,120,90,54,48,0,6,1,,3,174,,6,,,,,,,, ,,,,135,
890,Classic Albion Minotaur,BMinotaurM,200,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
891,Classic Midgard Minotaur,MMinotaurM,200,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
892,Classic Hibernian Minotaur,HMinotaurM,200,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
893,Minotaur Metal Golem,golem,374,70,100,100,100,,6,0,,0,,,,,,,,,,,,,,,,
894,Labyrinth Teleporter,LabTeleportation_device,0,0,0,0,0, ,6,0,,0,,,,,,,,,,,,,,,,
895,Agramon,Agramon,375,178,70,70,70,,6,0,,0,,,,,,,,,,,,,,,,
896,Dead Undead Minotaur,mino,372,120,90,54,48,0,6,1,,3,175,,6,,,,,,,, ,,,,135,
897,Dead Player Skeleton,Albion_skeleton,299,135,75,62,54,0,4,1,,3,57,,5,,,,,,,,,,,,,
898,Dead Classic Player Skeleton,skel02,298,180,60,75,75,0,0,0,,0,,,,,,,,,,,,,,,,
899,Cata Rock Creature for Crystal Guy,cat_rock_creature,277,100,40,60,60,0,3,0,,0,,,,,,,,,,,,,,,,
900,Goblin Chief,GoblinChief,376,160,75,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
901,Minotaur Stone Golem,Golem_Stone,377,70,100,100,100,,6,0,,0,,,,,,,,,,,,,,,,
902,Classic Corrupt Mino 1,Clas_CorruptMino1,357,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
903,Classic Corrupt Mino 2,Clas_CorruptMino2,357,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
