,hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,4,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,5,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,6,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,7,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,8,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,9,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
61,10,Albion Minotaur,6928,188,,6928,125,,6928,100,,6928,103,,6929,188,,6929,125,,6929,100,,6929,103,,6930,188,,6930,125,,6930,100,,6930,103,,6931,188,,6931,125,,6931,100,,6931,103,
62,1,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103, ,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,2,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,3,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,4,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,5,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,6,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,7,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,8,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,9,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
62,10,Midgard Minotaur,6932,188,,6932,125,,6932,100,,6932,103,,6933,188,,6933,125,,6933,100,,6933,103,,6934,188,,6934,125,,6934,100,,6934,103,,6935,188,,6935,125,,6935,100,,6935,103,
63,1,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,2,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,3,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,4,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,5,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,6,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,7,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,8,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,9,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
63,10,Hibernia Minotaur,6936,188,,6937,125,,6938,100,,6939,103,,6937,188,,6937,125,,6937,100,,6937,103,,6938,188,,6938,125,,6938,100,,6938,103,,6939,188,,6939,125,,6939,100,,6939,103,
64,1,Inconnu Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
64,2,Inconnu Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
64,3,Inconnu Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
64,4,Inconnu Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
64,5,Inconnu Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
65,1,Inconnu Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
65,2,Inconnu Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
65,3,Inconnu Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
65,4,Inconnu Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
65,5,Inconnu Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
67,1,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,2,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,3,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,4,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,5,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,6,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,7,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
67,8,Inconnu Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
68,1,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,2,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,3,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,4,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,5,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,6,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,7,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
68,8,Inconnu Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
70,1,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,2,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,3,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,4,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,5,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,6,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,7,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
70,8,Briton Stone Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
71,1,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,2,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,3,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,4,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,5,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,6,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,7,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
71,8,Briton Shade Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
73,1,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
73,2,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
73,3,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
73,4,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
73,5,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
73,6,Briton Stone Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
74,1,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
74,2,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
74,3,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
74,4,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
74,5,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
74,6,Briton Shade Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
76,1,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,2,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,3,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,4,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,5,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,6,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,7,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
76,8,Stone Avalonian Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
77,1,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,2,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,3,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,4,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,5,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,6,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,7,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
77,8,Shade Avalonian Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
79,1,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
79,2,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
79,3,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
79,4,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
79,5,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
79,6,Stone Avalonian Female Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
80,1,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
80,2,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
80,3,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
80,4,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
80,5,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
80,6,Shade Avalonian Female Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
82,1,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,2,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,3,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,4,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,5,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,6,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,7,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
82,8,Stone Highlander Male Hair,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,,6874,188,
83,1,Shade Highlander Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
83,2,Shade Highlander Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
83,3,Shade Highlander Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
83,4,Shade Highlander Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
83,5,Shade Highlander Male Hair,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,,6873,188,
