ID,Text,Part,Expansion,Test,Archive,Double
871,Valkyn Male Legs,Legs01_Val_m,4,1,4,
872,Valkyn Male Boots,Boots01_Val_m,4,1,1,
873,Valkyn Male Boots,Boots02_Val_m,4,1,1,
874,Valkyn Male Boots,Boots03_Val_m,4,1,1,
875,Valkyn Male Boots,Boots04_Val_m,4,1,1,
876,Valkyn Male Boots,Boots05_Val_m,4,1,1,
877,Valkyn Male Boots,Boots06_Val_m,4,1,1,
878,Valkyn Male Arms,Arms01_Val_m,4,1,1,
879,Valkyn Male Gloves,Gloves01_Val_m,4,1,5,
880,Valkyn Male Gloves,Gloves02_Val_m,4,1,9,
881,Valkyn Male Gloves,Gloves03_Val_m,4,1,5,
882,Valkyn Male Gloves,Gloves04_Val_m,4,1,5,
883,Valkyn Male Gloves,Gloves05_Val_m,4,1,6,
884,Valkyn Male Gloves,Gloves06_Val_m,4,1,6,
885,Valkyn Female Body,Body01_Val_f,4,1,2,
886,Valkyn Female Body,Body02_Val_f,4,1,2,
887,Valkyn Female Body,Body03_Val_f,4,1,2,
888,Valkyn Female Body,Body04_Val_f,4,1,2,
889,Valkyn Female Body,Body05_Val_f,4,1,3,
890,Valkyn Female Body,Body06_Val_f,4,1,3,
891,Valkyn Female Body,Body07_Val_f,4,1,3,
892,Valkyn Female Body,Body08_Val_f,4,1,3,
893,Valkyn Female Legs,Legs01_Val_f,4,1,4,
894,Valkyn Female Boots,Boots01_Val_f,4,1,1,
895,Valkyn Female Boots,Boots02_Val_f,4,1,1,
896,Valkyn Female Boots,Boots03_Val_f,4,1,1,
897,Valkyn Female Boots,Boots04_Val_f,4,1,1,
898,Valkyn Female Boots,Boots05_Val_f,4,1,1,
899,Valkyn Female Boots,Boots06_Val_f,4,1,1,
900,Valkyn Female Arms,Arms01_Val_f,4,1,1,
901,Valkyn Female Gloves,Gloves01_Val_f,4,1,5,
902,Valkyn Female Gloves,Gloves02_Val_f,4,1,5,
903,Valkyn Female Gloves,Gloves03_Val_f,4,1,5,
904,Valkyn Female Gloves,Gloves04_Val_f,4,1,5,
905,Valkyn Female Gloves,Gloves05_Val_f,4,1,6,
906,Valkyn Female Gloves,Gloves06_Val_f,4,1,6,
907,Firbolg Male Body,Body01_Fir_m,4,1,2,
908,Firbolg Male Body,Body02_Fir_m,4,1,2,
909,Firbolg Male Body,Body03_Fir_m,4,1,2,
910,Firbolg Male Body,Body04_Fir_m,4,1,2,
911,Firbolg Male Body,Body05_Fir_m,4,1,3,
912,Firbolg Male Body,Body06_Fir_m,4,1,3,
913,Firbolg Male Body,Body07_Fir_m,4,1,3,
914,Firbolg Male Body,Body08_Fir_m,4,1,3,
915,Firbolg Male Legs,Legs01_Fir_m,4,1,4,
916,Firbolg Male Boots,Boots01_Fir_m,4,1,1,
917,Firbolg Male Boots,Boots02_Fir_m,4,1,1,
918,Firbolg Male Boots,Boots03_Fir_m,4,1,1,
919,Firbolg Male Boots,Boots04_Fir_m,4,1,1,
920,Firbolg Male Boots,Boots05_Fir_m,4,1,1,
921,Firbolg Male Boots,Boots06_Fir_m,4,1,1,
922,Firbolg Male Arms,Arms01_Fir_m,4,1,1,
923,Firbolg Male Gloves,Gloves01_Fir_m,4,1,5,
924,Firbolg Male Gloves,Gloves02_Fir_m,4,1,5,
925,Firbolg Male Gloves,Gloves03_Fir_m,4,1,5,
926,Firbolg Male Gloves,Gloves04_Fir_m,4,1,5,
927,Firbolg Male Gloves,Gloves05_Fir_m,4,1,6,
928,Firbolg Male Gloves,Gloves06_Fir_m,4,1,6,
929,Firbolg Female Body,Body01_Fir_f,4,1,2,
930,Firbolg Female Body,Body02_Fir_f,4,1,2,
931,Firbolg Female Body,Body03_Fir_f,4,1,2,
932,Firbolg Female Body,Body04_Fir_f,4,1,2,
933,Firbolg Female Body,Body05_Fir_f,4,1,3,
934,Firbolg Female Body,Body06_Fir_f,4,1,3,
935,Firbolg Female Body,Body07_Fir_f,4,1,3,
936,Firbolg Female Body,Body08_Fir_f,4,1,3,
937,Firbolg Female Legs,Legs01_Fir_f,4,1,4,
938,Firbolg Female Boots,Boots01_Fir_f,4,1,1,
939,Firbolg Female Boots,Boots02_Fir_f,4,1,1,
940,Firbolg Female Boots,Boots03_Fir_f,4,1,1,
941,Firbolg Female Boots,Boots04_Fir_f,4,1,1,
942,Firbolg Female Boots,Boots05_Fir_f,4,1,1,
943,Firbolg Female Boots,Boots06_Fir_f,4,1,1,
944,Firbolg Female Arms,Arms01_Fir_f,4,1,1,
945,Firbolg Female Gloves,Gloves01_Fir_f,4,1,5,
946,Firbolg Female Gloves,Gloves02_Fir_f,4,1,5,
947,Firbolg Female Gloves,Gloves03_Fir_f,4,1,5,
948,Firbolg Female Gloves,Gloves04_Fir_f,4,1,5,
949,Firbolg Female Gloves,Gloves05_Fir_f,4,1,6,
950,Firbolg Female Gloves,Gloves06_Fir_f,4,1,6,
951,Troll Male Body,Body01_Tro_m,4,1,2,
952,Troll Male Body,Body02_Tro_m,4,1,2,
953,Troll Male Body,Body03_Tro_m,4,1,2,
954,Troll Male Body,Body04_Tro_m,4,1,2,
955,Troll Male Body,Body05_Tro_m,4,1,3,
956,Troll Male Body,Body06_Tro_m,4,1,3,
957,Troll Male Body,Body07_Tro_m,4,1,3,
958,Troll Male Body,Body08_Tro_m,4,1,3,
959,Troll Male Legs,Legs01_Tro_m,4,1,4,
960,Troll Male Boots,Boots01_Tro_m,4,1,1,
961,Troll Male Boots,Boots02_Tro_m,4,1,1,
962,Troll Male Boots,Boots03_Tro_m,4,1,1,
963,Troll Male Boots,Boots04_Tro_m,4,1,1,
964,Troll Male Boots,Boots05_Tro_m,4,1,1,
965,Troll Male Boots,Boots06_Tro_m,4,1,1,
966,Troll Male Arms,Arms01_Tro_m,4,1,1,
967,Troll Male Gloves,Gloves01_Tro_m,4,1,5,
968,Troll Male Gloves,Gloves02_Tro_m,4,1,5,
969,Troll Male Gloves,Gloves03_Tro_m,4,1,5,
970,Troll Male Gloves,Gloves04_Tro_m,4,1,5,
971,Troll Male Gloves,Gloves05_Tro_m,4,1,6,
972,Troll Male Gloves,Gloves06_Tro_m,4,1,6,
973,Troll Female Body,Body01_Tro_f,4,1,2,
974,Troll Female Body,Body02_Tro_f,4,1,2,
975,Troll Female Body,Body03_Tro_f,4,1,2,
976,Troll Female Body,Body04_Tro_f,4,1,2,
977,Troll Female Body,Body05_Tro_f,4,1,3,
978,Troll Female Body,Body06_Tro_f,4,1,3,
979,Troll Female Body,Body07_Tro_f,4,1,3,
980,Troll Female Body,Body08_Tro_f,4,1,3,
981,Troll Female Legs,Legs01_Tro_f,4,1,4,
982,Troll Female Boots,Boots01_Tro_f,4,1,1,
983,Troll Female Boots,Boots02_Tro_f,4,1,1,
984,Troll Female Boots,Boots03_Tro_f,4,1,1,
985,Troll Female Boots,Boots04_Tro_f,4,1,1,
986,Troll Female Boots,Boots05_Tro_f,4,1,1,
987,Troll Female Boots,Boots06_Tro_f,4,1,1,
988,Troll Female Arms,Arms01_Tro_f,4,1,1,
989,Troll Female Gloves,Gloves01_Tro_f,4,1,5,
990,Troll Female Gloves,Gloves02_Tro_f,4,1,5,
991,Troll Female Gloves,Gloves03_Tro_f,4,1,5,
992,Troll Female Gloves,Gloves04_Tro_f,4,1,5,
993,Troll Female Gloves,Gloves05_Tro_f,4,1,6,
994,Troll Female Gloves,Gloves06_Tro_f,4,1,6,
995,BritCelt Male Body,Body01_BC_m,4,1,2,
996,BritCelt Male Body,Body02_BC_m,4,1,2,
997,BritCelt Male Body,Body03_BC_m,4,1,2,
998,BritCelt Male Body,Body04_BC_m,4,1,2,
999,BritCelt Male Body,Body05_BC_m,4,1,3,
1000,BritCelt Male Body,Body06_BC_m,4,1,3,
1001,BritCelt Male Body,Body07_BC_m,4,1,3,
1002,BritCelt Male Body,Body08_BC_m,4,1,3,
1003,BritCelt Male Legs,Legs01_BC_m,4,1,4,
1004,BritCelt Male Boots,Boots01_BC_m,4,1,1,
1005,BritCelt Male Boots,Boots02_BC_m,4,1,1,
1006,BritCelt Male Boots,Boots03_BC_m,4,1,1,
1007,BritCelt Male Boots,Boots04_BC_m,4,1,1,
1008,BritCelt Male Boots,Boots05_BC_m,4,1,1,
1009,BritCelt Male Boots,Boots06_BC_m,4,1,1,
1010,BritCelt Male Arms,Arms01_BC_m,4,1,1,
1011,BritCelt Male Gloves,Gloves01_BC_m,4,1,5,
1012,BritCelt Male Gloves,Gloves02_BC_m,4,1,5,
1013,BritCelt Male Gloves,Gloves03_BC_m,4,1,5,
1014,BritCelt Male Gloves,Gloves04_BC_m,4,1,5,
1015,BritCelt Male Gloves,Gloves05_BC_m,4,1,6,
1016,BritCelt Male Gloves,Gloves06_BC_m,4,1,6,
1017,BritCelt Female Body,Body01_BC_f,4,1,2,
1018,BritCelt Female Body,Body02_BC_f,4,1,2,
1019,BritCelt Female Body,Body03_BC_f,4,1,2,
1020,BritCelt Female Body,Body04_BC_f,4,1,2,
1021,BritCelt Female Body,Body05_BC_f,4,1,3,
1022,BritCelt Female Body,Body06_BC_f,4,1,3,
1023,BritCelt Female Body,Body07_BC_f,4,1,3,
1024,BritCelt Female Body,Body08_BC_f,4,1,3,
1025,BritCelt Female Legs,Legs01_BC_f,4,1,4,
1026,BritCelt Female Boots,Boots01_BC_f,4,1,1,
1027,BritCelt Female Boots,Boots02_BC_f,4,1,1,
1028,BritCelt Female Boots,Boots03_BC_f,4,1,1,
1029,BritCelt Female Boots,Boots04_BC_f,4,1,1,
1030,BritCelt Female Boots,Boots05_BC_f,4,1,1,
1031,BritCelt Female Boots,Boots06_BC_f,4,1,1,
1032,BritCelt Female Arms,Arms01_BC_f,4,1,1,
1033,BritCelt Female Gloves,Gloves01_BC_f,4,1,5,
1034,BritCelt Female Gloves,Gloves02_BC_f,4,1,5,
1035,BritCelt Female Gloves,Gloves03_BC_f,4,1,5,
1036,BritCelt Female Gloves,Gloves04_BC_f,4,1,5,
1037,BritCelt Female Gloves,Gloves05_BC_f,4,1,6,
1038,BritCelt Female Gloves,Gloves06_BC_f,4,1,6,
1039,Sylvan Male Body,Body01_AES_m,4,1,2,
1040,Sylvan Male Body,Body02_AES_m,4,1,2,
1041,Sylvan Male Body,Body03_AES_m,4,1,2,
1042,Sylvan Male Body,Body04_AES_m,4,1,2,
1043,Sylvan Male Body,Body05_AES_m,4,1,3,
1044,Sylvan Male Body,Body06_AES_m,4,1,3,
1045,Sylvan Male Body,Body07_AES_m,4,1,3,
1047,Sylvan Male Legs,Legs01_AES_m,4,1,4,
1048,Sylvan Male Boots,Boots01_AES_m,4,1,1,
1049,Sylvan Male Boots,Boots02_AES_m,4,1,1,
1050,Sylvan Male Boots,Boots03_AES_m,4,1,1,
1051,Sylvan Male Boots,Boots04_AES_m,4,1,1,
1052,Sylvan Male Boots,Boots05_AES_m,4,1,1,
1053,Sylvan Male Boots,Boots06_AES_m,4,1,1,
1054,Sylvan Male Arms,Arms01_AES_m,4,1,1,
1055,Sylvan Male Gloves,Gloves01_AES_m,4,1,5,
1056,Sylvan Male Gloves,Gloves02_AES_m,4,1,5,
1057,Sylvan Male Gloves,Gloves03_AES_m,4,1,5,
1058,Sylvan Male Gloves,Gloves04_AES_m,4,1,5,
1059,Sylvan Male Gloves,Gloves05_AES_m,4,1,6,
1060,Sylvan Male Gloves,Gloves06_AES_m,4,1,6,
1061,Sylvan Female Body,Body01_AES_f,4,1,2,
1062,Sylvan Female Body,Body02_AES_f,4,1,2,
1063,Sylvan Female Body,Body03_AES_f,4,1,2,
1064,Sylvan Female Body,Body04_AES_f,4,1,2,
1065,Sylvan Female Body,Body05_AES_f,4,1,3,
1066,Sylvan Female Body,Body06_AES_f,4,1,3,
1067,Sylvan Female Body,Body07_AES_f,4,1,3,
1068,Sylvan Female Body,Body08_AES_f,4,1,3,
1069,Sylvan Female Legs,Legs01_AES_f,4,1,4,
1070,Sylvan Female Boots,Boots01_AES_f,4,1,1,
1071,Sylvan Female Boots,Boots02_AES_f,4,1,1,
1072,Sylvan Female Boots,Boots03_AES_f,4,1,1,
1073,Sylvan Female Boots,Boots04_AES_f,4,1,1,
1074,Sylvan Female Boots,Boots05_AES_f,4,1,1,
1075,Sylvan Female Boots,Boots06_AES_f,4,1,1,
1076,Sylvan Female Arms,Arms01_AES_f,4,1,1,
1077,Sylvan Female Gloves,Gloves01_AES_f,4,1,5,
1078,Sylvan Female Gloves,Gloves02_AES_f,4,1,5,
1079,Sylvan Female Gloves,Gloves03_AES_f,4,1,5,
1080,Sylvan Female Gloves,Gloves04_AES_f,4,1,5,
1081,Sylvan Female Gloves,Gloves05_AES_f,4,1,6,
1082,Sylvan Female Gloves,Gloves06_AES_f,4,1,6,
1083,Highlander/Norse Male Body,Body01_Hig_m,4,1,2,
1084,Highlander/Norse Male Body,Body02_Hig_m,4,1,2,
1085,Highlander/Norse Male Body,Body03_Hig_m,4,1,2,
1086,Highlander/Norse Male Body,Body04_Hig_m,4,1,2,
1087,Highlander/Norse Male Body,Body05_Hig_m,4,1,3,
1088,Highlander/Norse Male Body,Body06_Hig_m,4,1,3,
1089,Highlander/Norse Male Body,Body07_HN_m,4,1,3,
1090,Highlander/Norse Male Body,Body08_HN_m,4,1,3,
1091,Highlander/Norse Female Body,Body01_Hig_f,4,1,2,
1092,Highlander/Norse Female Body,Body02_Hig_f,4,1,2,
1093,Highlander/Norse Female Body,Body03_Hig_f,4,1,2,
1094,Highlander/Norse Female Body,Body04_Hig_f,4,1,2,
1095,Highlander/Norse Female Body,Body05_Hig_f,4,1,3,
1096,Highlander/Norse Female Body,Body06_Hig_f,4,1,3,
1097,Highlander/Norse Female Body,Body07_HN_f,4,1,3,
1098,Highlander/Norse Female Body,Body08_HN_f,4,1,3,
1099,Highlander/Norse Male Body,LBody01_Hig_m,4,1,4,
1100,Highlander/Norse Male Body,LBody02_Hig_m,4,1,4,
1101,Highlander/Norse Male Body,LBody03_Hig_m,4,1,4,
1102,Highlander/Norse Male Body,LBody04_Hig_m,4,1,4,
1103,Highlander/Norse Male Body,LBody05_Hig_m,4,1,4,
1104,Highlander/Norse Male Body,LBody06_Hig_m,4,1,4,
1105,Highlander/Norse Male Body,LBody07_Hig_m,4,1,4,
1106,Highlander/Norse Male Body,LBody08_Hig_m,4,1,4,
1107,Highlander/Norse Female Body,LBody01_Hig_f,4,1,4,
1108,Highlander/Norse Female Body,LBody02_Hig_f,4,1,4,
1109,Highlander/Norse Female Body,LBody03_Hig_f,4,1,4,
1110,Highlander/Norse Female Body,LBody04_Hig_f,4,1,4,
1111,Highlander/Norse Female Body,LBody05_Hig_f,4,1,4,
1112,Highlander/Norse Female Body,LBody06_Hig_f,4,1,4,
1113,Highlander/Norse Female Body,LBody07_Hig_f,4,1,4,
1114,Highlander/Norse Female Body,LBody08_Hig_f,4,1,4,
1115,Celt Bainshee Legs,legs01_CeltBainshee,4,1,4,
1116,Celt Bainshee Arms,arms01_CeltBainshee,4,1,1,
1117,Celt Bainshee Body,body01_CeltBainshee,4,1,2,
1118,Celt Bainshee Hair,CeltBainHair01,4,1,8,
1119,Lur Bainshee Legs,legs01_luriBainshee,4,1,4,
1120,Lur Bainshee Arms,arms01_luriBainshee,4,1,1,
1121,Lur Bainshee Body,body01_luriBainshee,4,1,2,
1122,Lur Bainshee Hair,LuriBainHair01,4,1,8,
1123,Elf Bainshee Legs,legs01_elfBainshee,4,1,13,
1124,Elf Bainshee Arms,Arms01_elfBainshee,4,1,1,
1125,Elf Bainshee Body,body01_elf_bainshee,4,1,13,
1126,Elf Bainshee Hair,ElfBainHair01,4,1,8,
1127,boots07_AES_f,boots07_AES_f,4,1,1,
1128,Boots07_AES_m,Boots07_AES_m,4,1,1,
1129,Boots07_BC_f,Boots07_BC_f,4,1,1,
1130,Boots07_BC_m,Boots07_BC_m,4,1,1,
1131,boots07_Dwa_f,boots07_Dwa_f,4,1,1,
1132,Boots07_Dwa_m,Boots07_Dwa_m,4,1,1,
1133,boots07_Fir_f,boots07_Fir_f,4,1,1,
1134,Boots07_Fir_m,Boots07_Fir_m,4,1,1,
1135,boots07_Hal_f,boots07_Hal_f,4,1,1,
1136,Boots07_Hal_m,Boots07_Hal_m,4,1,1,
1137,Boots07_HN_f,Boots07_HN_f,4,1,1,
1138,Boots07_HN_m,Boots07_HN_m,4,1,1,
1139,boots07_Inc_f,boots07_Inc_f,4,1,1,
1140,Boots07_Inc_m,Boots07_Inc_m,4,1,1,
1141,boots07_Kob_f,boots07_Kob_f,4,1,1,
1142,Boots07_Kob_m,Boots07_Kob_m,4,1,1,
1143,boots07_Lur_f,boots07_Lur_f,4,1,1,
1144,Boots07_Lur_m,Boots07_Lur_m,4,1,1,
1145,boots07_SFS_f,boots07_SFS_f,4,1,1,
1146,Boots07_SFS_m,Boots07_SFS_m,4,1,1,
1147,Boots07_Tro_f,Boots07_Tro_f,4,1,1,
1148,Boots07_Tro_m,Boots07_Tro_m,4,1,1,
1149,boots07_Val_f,boots07_Val_f,4,1,1,
1150,Boots07_Val_m,Boots07_Val_m,4,1,1,
1151,boots08_AES_f,boots08_AES_f,4,1,1,
1152,Boots08_AES_m,Boots08_AES_m,4,1,1,
1153,Boots08_BC_f,Boots08_BC_f,4,1,1,
1154,Boots08_BC_m,Boots08_BC_m,4,1,1,
1155,boots08_Dwa_f,boots08_Dwa_f,4,1,1,
1156,Boots08_Dwa_m,Boots08_Dwa_m,4,1,1,
1157,boots08_Fir_f,boots08_Fir_f,4,1,1,
1158,Boots08_Fir_m,Boots08_Fir_m,4,1,1,
1159,boots08_Hal_f,boots08_Hal_f,4,1,1,
1160,Boots08_Hal_m,Boots08_Hal_m,4,1,1,
1161,Boots08_HN_f,Boots08_HN_f,4,1,1,
1162,Boots08_HN_m,Boots08_HN_m,4,1,1,
1163,boots08_Inc_f,boots08_Inc_f,4,1,1,
1164,Boots08_Inc_m,Boots08_Inc_m,4,1,1,
1165,boots08_Kob_f,boots08_Kob_f,4,1,1,
1166,Boots08_Kob_m,Boots08_Kob_m,4,1,1,
1167,boots08_Lur_f,boots08_Lur_f,4,1,1,
1168,Boots08_Lur_m,Boots08_Lur_m,4,1,1,
1169,boots08_SFS_f,boots08_SFS_f,4,1,1,
1170,Boots08_SFS_m,Boots08_SFS_m,4,1,1,
1171,Boots08_Tro_f,Boots08_Tro_f,4,1,1,
1172,Boots08_Tro_m,Boots08_Tro_m,4,1,1,
1173,boots08_Val_f,boots08_Val_f,4,1,1,
1174,Gloves08_Val_m,Gloves08_Val_m,4,1,6,
1175,Boots08_Val_m,Boots08_Val_m,4,1,1,
1176,Gloves07_AES_f,Gloves07_AES_f,4,1,6,
1177,Gloves07_AES_m,Gloves07_AES_m,4,1,6,
1178,Gloves07_BC_f,Gloves07_BC_f,4,1,6,
1179,Gloves07_BC_m,Gloves07_BC_m,4,1,6,
1180,Gloves07_Dwa_f,Gloves07_Dwa_f,4,1,6,
1181,Gloves07_Dwa_m,Gloves07_Dwa_m,4,1,6,
1182,Gloves07_Fir_f,Gloves07_Fir_f,4,1,6,
1183,Gloves07_Hal_f,Gloves07_Hal_f,4,1,6,
1184,Gloves07_Hal_m,Gloves07_Hal_m,4,1,6,
1185,Gloves07_HN_f,Gloves07_HN_f,4,1,6,
1186,Gloves07_HN_m,Gloves07_HN_m,4,1,6,
1187,Gloves07_Inc_f,Gloves07_Inc_f,4,1,6,
1188,Gloves07_Inc_m,Gloves07_Inc_m,4,1,6,
1189,Gloves07_Kob_f,Gloves07_Kob_f,4,1,6,
1190,Gloves07_Kob_m,Gloves07_Kob_m,4,1,6,
1191,Gloves07_Lur_f,Gloves07_Lur_f,4,1,6,
1192,Gloves07_Lur_m,Gloves07_Lur_m,4,1,6,
1193,Gloves07_SFS_f,Gloves07_SFS_f,4,1,6,
1194,Gloves07_SFS_m,Gloves07_SFS_m,4,1,6,
1195,Gloves07_Tro_f,Gloves07_Tro_f,4,1,6,
1196,Gloves07_Tro_m,Gloves07_Tro_m,4,1,6,
1197,Gloves07_Val_f,Gloves07_Val_f,4,1,6,
1198,Gloves07_Val_m,Gloves07_Val_m,4,1,6,
1199,Gloves08_AES_f,Gloves08_AES_f,4,1,6,
1200,Gloves08_AES_m,Gloves08_AES_m,4,1,6,
1201,Gloves08_BC_f,Gloves08_BC_f,4,1,6,
1202,Gloves08_BC_m,Gloves08_BC_m,4,1,6,
1203,Gloves08_Dwa_f,Gloves08_Dwa_f,4,1,6,
1204,Gloves08_Dwa_m,Gloves08_Dwa_m,4,1,6,
1205,Gloves08_Fir_f,Gloves08_Fir_f,4,1,6,
1206,Gloves08_Fir_m,Gloves08_Fir_m,4,1,6,
1207,Gloves08_Hal_f,Gloves08_Hal_f,4,1,6,
1208,Gloves08_Hal_m,Gloves08_Hal_m,4,1,6,
1209,Gloves08_HN_f,Gloves08_HN_f,4,1,6,
1210,Gloves08_HN_m,Gloves08_HN_m,4,1,6,
1211,Gloves08_Inc_f,Gloves08_Inc_f,4,1,6,
1212,Gloves08_Inc_m,Gloves08_Inc_m,4,1,6,
1213,Gloves08_Kob_f,Gloves08_Kob_f,4,1,6,
1214,Gloves08_Kob_m,Gloves08_Kob_m,4,1,6,
1215,Gloves08_Lur_f,Gloves08_Lur_f,4,1,6,
1216,Gloves08_Lur_m,Gloves08_Lur_m,4,1,6,
1217,Gloves08_SFS_f,Gloves08_SFS_f,4,1,6,
1218,Gloves08_SFS_m,Gloves08_SFS_m,4,1,6,
1219,Gloves08_Tro_f,Gloves08_Tro_f,4,1,6,
1220,Gloves08_Tro_m,Gloves08_Tro_m,4,1,6,
1221,Gloves08_Val_f,Gloves08_Val_f,4,1,6,
1222,Gloves07_Fir_m,Gloves07_Fir_m,4,1,6,
1223,Ava_M_hair05,Ava_M_hair05,4,1,15,1
1224,Ava_M_hair06,Ava_M_hair06,4,1,15,
1225,bri_m_hair05,bri_m_hair05,4,1,13,1
1227,fir_m_hair05,fir_m_hair05,4,1,16,1
1228,fir_m_hair06,fir_m_hair06,4,1,15,1
1229,hal_m_hair05,hal_m_hair05,4,1,15,
1230,hal_m_hair06,hal_m_hair06,4,1,10,
1231,Hig_M_hair05,Hig_M_hair05,4,1,15,
1232,Hig_M_hair06,Hig_M_hair06,4,1,14,
1233,inc_M_hair05,inc_M_hair05,4,1,13,1
1234,inc_M_hair06,inc_M_hair06,4,1,13,
1235,Lur_M_hair05,Lur_M_hair05,4,1,15,
1236,Lur_M_hair06,Lur_M_hair06,4,1,15,
1237,sar_m_hair05,sar_m_hair05,4,1,13,1
1238,sar_m_hair06,sar_m_hair06,4,1,15,1
1239,sha_M_Hair05,sha_M_Hair05,4,1,16,1
1240,sha_M_Hair06,sha_M_Hair06,4,1,15,
1241,syl_M_hair05,syl_M_hair05,4,1,15,
1242,syl_M_hair06,syl_M_hair06,4,1,15,
1243,dwa_m_hair05,dwa_m_hair05,4,1,15,
1244,dwa_m_hair06,dwa_m_hair06,4,1,15,
1245,Stag Body,body01_Stag,4,1,10,
1246,stag_head01,stag_head01,4,1,10,
1247,Stag Body 2,body02_Stag,4,1,10,
1248,body1_bear,body1_bear,4,1,13,
1249,Bear_head01,Bear_head01,4,1,13,
1250,body2_bear,body2_bear,4,1,13,
1251,Fro_M_hair05,Fro_M_hair05,4,1,11,
1252,cel_m_hair05,cel_m_hair05,4,1,13,1
1253,fir_m_hair07,fir_m_hair07,4,1,13,1
1254,fir_m_hair08,fir_m_hair08,4,1,15,1
1255,inc_M_hair07,inc_M_hair07,4,1,13,
1256,bri_m_hair08,bri_m_hair08,4,1,15,1
1257,bri_f_hair05,bri_f_hair05,4,1,13,1
1258,bri_f_hair05,bri_f_hair06,4,1,15,1
1259,bri_m_hair10,bri_m_hair10,4,1,15,
1260,cel_m_hair07,cel_m_hair07,4,1,15,
1261,Ava_M_hair10,Ava_M_hair10,4,1,15,
1262,Briton Hair 9,bri_m_hair09,4,1,15,
1263,Ava_M_hair07,Ava_M_hair07,4,1,15,
1264,Ava_M_hair08,Ava_M_hair08,4,1,15,
1265,Ava_M_hair09,Ava_M_hair09,4,1,15,
1266,Hig_M_hair07,Hig_M_hair07,4,1,14,
1267,Hig_M_hair08,Hig_M_hair08,4,1,15,
1268,inc_f_hair05,inc_f_hair05,4,1,15,
1269,cel_f_hair05,cel_f_hair05,4,1,14,
1270,Ico_m_hair08,Ico_m_hair08,4,1,15,
1271,Lur_M_hair07,Lur_M_hair07,4,1,15,
1272,Lur_M_hair08,Lur_M_hair08,4,1,15,
1273,ava_f_hair05,ava_f_hair05,4,1,15,
1274,ava_f_hair06,ava_f_hair06,4,1,15,
1275,hal_m_hair07,hal_m_hair07,4,1,15,
1276,Sar_M_Hair07,Sar_M_Hair07,4,1,15,
1277,Sar_M_Hair08,Sar_M_Hair08,4,1,15,
1278,lur_f_head01,lur_f_head01,4,1,15,
1279,elf_f_head01,elf_f_head01,4,1,15,
1280,fir_f_head01,fir_f_head01,4,1,15,
1281,syl_f_head01,syl_f_head01,4,1,15,
1282,bri_f_head01,bri_f_head01,4,1,14,
1283,fro_f_head01,fro_f_head01,4,1,15,
1284,ava_m_head01,ava_m_head01,4,1,15,
1285,Ava_f_Head01,Ava_f_Head01,4,1,15,
1286,Hal_f_Head01,Hal_f_Head01,4,1,14,
1287,Hal_m_Head01,Hal_m_Head01,4,1,15,
1288,hig_f_Head01,hig_f_Head01,4,1,15,
1289,Hig_m_Head01,Hig_m_Head01,4,1,15,
1290,Inc_f_Head01,Inc_f_Head01,4,1,15,
1291,Inc_m_Head01,Inc_m_Head01,4,1,15,
1292,Sar_f_Head01,Sar_f_Head01,4,1,14,
1293,sar_m_Head01,sar_m_Head01,4,1,15,
1294,val_m_head01,val_m_head01,4,1,15,
1295,val_f_head01,val_f_head01,4,1,14,
1296,dwa_f_head01,dwa_f_head01,4,1,15,
1297,dwa_m_head01,dwa_m_head01,4,1,15,
1298,kob_f_head01,kob_f_head01,4,1,15,
1299,kob_m_head01,kob_m_head01,4,1,15,
1300,nor_f_head01,nor_f_head01,4,1,16,
1301,nor_m_head01,nor_m_head01,4,1,15,
1302,sha_f_head01,sha_f_head01,4,1,15,
1303,Sha_m_Head01,Sha_m_Head01,4,1,15,
1304,fir_m_head01,fir_m_head01,4,1,15,
1305,ava_f_head01,ava_f_head01,4,1,15,
1306,bri_m_head01,bri_m_head01,4,1,15,
1307,elf_m_head01,elf_m_head01,4,1,15,
1308,lur_m_head01,lur_m_head01,4,1,15,
1309,syl_m_head01,syl_m_head01,4,1,15,
1310,tro_f_Head01,tro_f_Head01,4,1,15,
1311,Tro_m_Head01,Tro_m_Head01,4,1,15,
1312,fro_m_head01,fro_m_head01,4,1,15,
1313,Nor_m_head_Old01,Nor_m_head_Old01,4,1,16,
1314,Bri_f_head_Old01,Bri_f_head_Old01,4,1,16,
1315,Bri_m_hair_Old01,Bri_m_hair_Old01,4,1,16,
1316,Bri_m_head_Old01,Bri_m_head_Old01,4,1,16,
1317,Nor_f_head_Old01,Nor_f_head_Old01,4,1,16,
1318,Nor_m_hair_Old01,Nor_m_hair_Old01,4,1,16,
1319,Bri_f_hair_Old01,Bri_f_hair_Old01,4,1,16,
1342,Armor01_Mount_Horse,Armor01_Mount_Horse,4,1,16,
1343,Barding01_Mount_Horse,Barding01_Mount_Horse,4,1,16,
1344,Body01_Mount_Horse,Body01_Mount_Horse,4,1,16,
1345,Undead,Body01_mount_undead,4,1,16,
1346,Clydesdale,Body01_Mount_Clydesdale,4,1,16,
1347,Nightmare,Body01_Mount_Nightmare,4,1,16,
1348,Unicorn,Body01_Mount_Unicorn,4,1,16,
1349,Boots01_Albion_King,Boots01_Albion_King,5,1,17,
1350,Cloak01_Albion_King,Cloak01_Albion_King,5,1,17,
